,Especificação,Classe,Tipo
050126,"Estojos portáteis para remédios, abastecidos",5,p
050276,Estricnina,5,p
050320,Éteres de celulose para uso farmacêutico,5,p
050139,Éteres para uso farmacêutico,5,p
050142,Eucalipto para uso farmacêutico,5,p
050141,Eucaliptol para uso farmacêutico,5,p
050456,Extratos de ervas para fins medicinais,5,p
050343,Extratos de lúpulo para uso farmacêutico,5,p
050452,Extratos de plantas para fins farmacêuticos,5,p
050186,Extratos de tabaco [inseticidas],5,p
050190,Farinha de linhaça para uso farmacêutico,5,p
050381,Farinha de peixe para uso farmacêutico,5,p
050145,Farinhas lácteas para bebês,5,p
050144,Farinhas para uso farmacêutico,5,p
050146,Febrífugos,5,p
050236,Fenol para uso farmacêutico,5,p
050187,Fermentos lácticos para uso farmacêutico,5,p
050333,Fermentos para uso farmacêutico,5,p
050367,Fibras alimentares,5,p
050294,Fitas adesivas para uso medicinal,5,p
050334,Flores de enxofre para uso farmacêutico,5,p
050335,Formaldeído para uso farmacêutico,5,p
050448,Leite artificial para bebês,5,p
050245,Fosfatos para uso farmacêutico,5,p
050413,Fraldas-calças para bebês,5,p
050495,Fraldas de natação descartáveis para bebês,5,p
050496,Fraldas de natação reutilizáveis para bebês,5,p
050351,Fraldas higiênicas para pessoas com incontinência,5,p
050440,Fraldas para animais de estimação,5,p
050412,Fraldas para bebês,5,p
050151,Fungicidas,5,p
050392,Molesquim [tecido de algodão] para uso medicinal,5,p
050314,Gases para uso medicinal,5,p
050155,Gaze para curativos,5,p
050492,Géis de massagem para uso medicinal,5,p
050457,Géis para estimulação sexual,5,p
050157,Gelatina para uso medicinal,5,p
050339,Geleia de petróleo para uso medicinal,5,p
050316,Geleia real para uso farmacêutico,5,p
050158,Genciana para uso farmacêutico,5,p
050159,Germicidas,5,p
050331,Glicerina para uso medicinal,5,p
050160,Glicerofosfatos,5,p
050340,Glicose para uso medicinal,5,p
050198,Gomas de mascar para uso medicinal,5,p
050485,Gomas de mascar de nicotina para auxílio no abandono do tabagismo,5,p
050161,Gomas para uso medicinal,5,p
050341,Gomas-gutas para uso medicinal,5,p
050165,Gordura para ordenhar,5,p
050163,Gorduras para uso medicinal,5,p
050164,Gorduras para uso veterinário,5,p
050153,Guaiacol para uso farmacêutico,5,p
050447,Hastes com pontas de algodão para fins médicos,5,p
050168,Hematogênio,5,p
050169,Hemoglobina,5,p
050204,Preparações para destruir ervas daninhas,5,p
050174,Hidrastina,5,p
050175,Hidrastinina,5,p
050171,Hormônios para uso medicinal,5,p
050397,Implantes cirúrgicos com tecidos vivos,5,p
050458,Imunoestimulantes,5,p
050386,Incenso repelente de insetos,5,p
050148,Infusões medicinais,5,p
050055,Inseticidas,5,p
050348,Iodetos alcalinos para uso farmacêutico,5,p
050347,Iodetos para uso farmacêutico,5,p
050346,Iodo para uso farmacêutico,5,p
050181,Iodofórmio,5,p
050349,Isótopos para uso medicinal,5,p
050183,Jalapa [vegetal],5,p
050184,Jujubas medicinais,5,p
050058,Sedimento medicinal [lama],5,p
050059,Lama para banhos,5,p
050033,Lápis antiverrugas,5,p
050156,Laxativos,5,p
050313,Lecitina para uso medicinal,5,p
050300,Leite de amêndoas para uso farmacêutico,5,p
050449,Leite em pó para bebês,5,p
050374,Lenços impregnados com loções farmacêuticas,5,p
050194,Lêvedo para uso farmacêutico,5,p
050010,Ligas de metais preciosos para uso odontológico,5,p
050162,Linhaça para uso farmacêutico,5,p
050196,Linimentos [ungüentos],5,p
050472,Loções antibacterianas para lavagem das mãos,5,p
050476,Loções capilares medicinais,5,p
050191,Loções para uso farmacêutico,5,p
050220,Loções para uso veterinário,5,p
050473,Loções pós-barba medicinais,5,p
050408,Lubrificantes sexuais,5,p
050197,Lupulina para uso farmacêutico,5,p
050127,Magnésia para uso farmacêutico,5,p
050203,Malte para uso farmacêutico,5,p
050113,Mástiques dentários,5,p
050111,Materiais para moldes dentários,5,p
050110,Materiais para obturação dentária,5,p
050117,Medicamentos depurativos,5,p
050328,Medicamentos para uso humano,5,p
050327,Medicamentos para uso odontológico,5,p
050329,Medicamentos para uso veterinário,5,p
050270,Medicamentos soroterápicos,5,p
050201,Menta para uso farmacêutico,5,p
050210,Mentol,5,p
050389,Moderadores de apetite para uso medicinal,5,p
050219,Mostarda para uso farmacêutico,5,p
050223,Narcóticos,5,p
050152,Nervinos,5,p
050308,Óleo de cânfora para uso medicinal,5,p
050150,Óleo de fígado de bacalhau,5,p
050172,Óleo de mostarda para uso medicinal,5,p
050344,Óleo de rícino para uso medicinal,5,p
050283,Óleo de terebintina para uso farmacêutico,5,p
050167,Óleos para uso medicinal,5,p
050226,Opiáceos,5,p
050227,Ópio,5,p
050228,Opodeldoque,5,p
050399,Oxigênio para fins medicinais,5,p
050121,"Pão para diabéticos, para fins medicinais",5,p
050464,Papéis reagentes para fins veterinários,5,p
050286,Papel antitraça,5,p
050035,Papel apanha-moscas,5,p
050237,Papel para sinapismos,5,p
050437,Papel reagente para uso médico,5,p
050238,Parasiticidas,5,p
050491,Pastas de dentes medicamentosas,5,p
050214,Pastilhas para uso farmacêutico,5,p
050231,Pectina para uso farmacêutico,5,p
050242,Pepsinas para uso farmacêutico,5,p
050180,Peptonas para uso farmacêutico,5,p
050345,Peróxido de hidrogênio para uso medicinal,5,p
050439,Pesticidas,5,p
050418,Pílulas antioxidantes,5,p
050415,Pílulas de inibidor de apetite,5,p
050417,Pílulas para bronzeamento,5,p
050416,Pílulas para emagrecimento,5,p
050248,Plasma sanguíneo,5,p
050065,Pó de cantáridas,5,p
050410,Pó de pérola para uso medicinal,5,p
050252,Pó de píretro,5,p
050207,Pomadas para uso medicinal,5,p
050115,Porcelana para próteses dentárias,5,p
050007,Preparações à base de albumina para uso medicinal,5,p
050135,Preparações anticriptogâmicas,5,p
050029,Preparações antiparasitárias,5,p
050032,Preparações antiúricas,5,p
050039,Preparações bacterianas para uso medicinal ou veterinário,5,p
050037,Preparações bacteriológicas para uso medicinal e veterinário,5,p
050046,Preparações balsâmicas para uso medicinal,5,p
050305,Preparações biológicas para uso medicinal,5,p
050361,Preparações biológicas para uso veterinário,5,p
050390,Preparações broncodilatadoras,5,p
050409,Preparações de babosa para uso farmacêutico,5,p
050053,Preparações de bismuto para uso farmacêutico,5,p
050375,Preparações de elementos traço para uso humano ou animal,5,p
050454,Preparações de microrganismos para uso medicinal ou veterinário,5,p
050446,Preparações diagnósticas para fins veterinários,5,p
050370,Preparações enzimáticas para uso medicinal,5,p
050371,Preparações enzimáticas para uso veterinário,5,p
050069,Preparações farmacêuticas,5,p
050074,Preparações farmacêuticas à base de cal,5,p
050241,Preparações farmacêuticas para combate à caspa,5,p
050239,Preparações farmacêuticas para cuidar da pele,5,p
050100,Preparações farmacêuticas para tratamento de queimaduras de sol,5,p
050455,Preparações fitoterápicas para fins medicinais,5,p
050475,Preparações medicinais de toucador,5,p
050394,Preparações medicinais para crescimento do cabelo,5,p
050317,Preparações medicinais para emagrecimento,5,p
050459,Preparações nutracêuticas para fins medicinais ou terapêuticos,5,p
050041,Preparações para banhos com fins medicinais,5,p
050063,Preparações para calos,5,p
050401,Preparações para desodorizar ambientes,5,p
050021,Preparações para destruir animais nocivos,5,p
050026,Preparações para destruir fungos da podridão seca,5,p
050289,Preparações para destruir pragas,5,p
050330,Preparações para diagnóstico para uso medicinal,5,p
050411,Preparações para diminuir a atividade sexual,5,p
050275,Preparações para esterilização,5,p
050272,Preparações para esterilização do solo,5,p
050195,Preparações para exterminar lesmas,5,p
050116,Preparações para facilitar a dentição,5,p
050103,Preparações para frieiras,5,p
050337,Preparações para fumigação para uso medicinal,5,p
050025,Preparações para hemorróidas,5,p
050402,Preparações para higiene íntima para fins medicinais,5,p
050414,Preparações para lavagem dos olhos para uso medicinal,5,p
050365,Preparações para limpeza de lentes de contato,5,p
050120,Preparações para matar camundongos,5,p
050229,Preparações para organoterapia,5,p
050005,Preparações para purificar o ar,5,p
050467,Preparações para tratamento contra piolhos [pediculicida],5,p
050444,Preparações para tratamento da acne,5,p
050061,Preparações para tratamento de queimaduras,5,p
050166,Preparações químicas para diagnóstico de gravidez,5,p
050288,Preparações químicas para tratar doenças da vinha,5,p
050488,Preparações químicas para tratar doenças de plantas cerealíferas,5,p
050222,Preparações químicas para tratar mangra,5,p
050246,Preparações químicas para tratar filoxera,5,p
050202,Preparações químicas para tratar mofo,5,p
050323,Preparações químicas para uso farmacêutico,5,p
050362,Preparações químicas para uso medicinal,5,p
050363,Preparações químicas para uso veterinário,5,p
050077,Preparações químico-farmacêuticas,5,p
050045,Preparações terapêuticas para banhos,5,p
050287,Preparações veterinárias,5,p
050090,Preparações vitamínicas*,5,p
050453,Produtos farmacêuticos,5,p
050218,Produtos para destruir moscas,5,p
050193,Produtos para exterminar larvas,5,p
050393,Produtos para lavagem vaginal de uso médico,5,p
050189,Produtos para lavar animais [inseticidas],5,p
050075,Produtos para lavar cães [inseticidas],5,p
050051,Produtos para lavar gado [inseticidas],5,p
050498,Produtos para preenchimento de cavidades ósseas compostos por tecidos vivos,5,p
050426,Própolis para fins farmacêuticos,5,p
050315,Protetores para calcinha [produtos higiênicos],5,p
050391,Protetores para joanetes,5,p
050378,Protetores para seios [amamentação],5,p
050490,Pulseiras impregnadas com repelentes de insetos,5,p
050143,Purgantes,5,p
050254,Quássia para uso medicinal,5,p
050253,Quebracho para uso medicinal,5,p
050256,Quinino para uso medicinal,5,p
050257,Quinoleína para uso medicinal,5,p
050445,"Ração [forragem], com medicação, para fins veterinários",5,p
050259,Rádio para uso medicinal,5,p
050261,Raízes de ruibarbo para uso farmacêutico,5,p
050260,Raízes medicinais,5,p
050443,Reagentes biomarcadores de diagnóstico para uso medicinal,5,p
050364,Reagentes químicos para uso medicinal ou veterinário,5,p
050247,Remédios antitranspirantes para os pés,5,p
050285,Remédios contra transpiração,5,p
050093,Remédios para alívio de constipação,5,p
050178,Repelentes contra insetos,5,p
050076,Repelentes para cães,5,p
050479,Sabão desinfetante,5,p
050471,Sabonete antibacteriano,5,p
050480,Sabonete medicinal,5,p
050224,Sais aromáticos,5,p
050130,Sais de água mineral,5,p
050302,Sais de banho para uso medicinal,5,p
050251,Sais de potássio para uso medicinal,5,p
050274,Sais de sódio para uso medicinal,5,p
050042,Sais para banhos de água mineral,5,p
050137,Sais para uso medicinal,5,p
050264,Salsaparrilha para uso medicinal,5,p
050265,Sangue para uso medicinal,5,p
050266,Sanguessugas para uso medicinal,5,p
050268,Tranqüilizantes,5,p
050177,Sêmen para inseminação artificial,5,p
050462,Seringas pré-abastecidas para fins medicinais,5,p
050373,Sicativos [agentes secantes] para uso medicinal,5,p
050094,Soluções para lentes de contato,5,p
050134,Solventes para remover esparadrapo,5,p
050273,Soporíferos,5,p
050209,Soros,5,p
050407,Sprays refrescantes para uso medicinal,5,p
050263,Subnitrato de bismuto [nitrato básico de bismuto] para uso farmacêutico,5,p
050321,Subprodutos do processamento de grãos de cereais para fins dietéticos ou medicinais,5,p
050028,Substâncias contra traças,5,p
050350,Substâncias dietéticas adaptadas para uso medicinal,5,p
050277,Substâncias hemostáticas [estípticos],5,p
050212,Substâncias nutritivas para microrganismos,5,p
050096,Substâncias para contraste radiológico para uso médico,5,p
050258,Substâncias radioativas para uso medicinal,5,p
050279,Sulfonamidas [medicamentos],5,p
050482,Suplementos alimentares à base de pó de açaí,5,p
050484,Suplementos alimentares com efeito cosmético,5,p
050420,Suplementos alimentares de albumina,5,p
050432,Suplementos alimentares de alginatos,5,p
050434,Suplementos alimentares de caseína,5,p
050429,Suplementos alimentares de enzimas,5,p
050425,Suplementos alimentares de geleia real,5,p
050423,Suplementos alimentares de germe de trigo,5,p
050430,Suplementos alimentares de glicose,5,p
050431,Suplementos alimentares de lecitina,5,p
050424,Suplementos alimentares de levedura,5,p
050421,Suplementos alimentares de linhaça,5,p
050422,Suplementos alimentares de óleo de linhaça,5,p
050428,Suplementos alimentares de pólen,5,p
050427,Suplementos alimentares de própolis,5,p
050435,Suplementos alimentares de proteína,5,p
050419,Suplementos alimentares para animais,5,p
050382,Suplementos alimentares minerais,5,p
050436,Suplementos de proteína para animais,5,p
050384,Suplementos nutricionais,5,p
050280,Supositórios,5,p
050398,Tapa-olhos para uso medicinal,5,p
050281,Tártaro para uso farmacêutico,5,p
050282,Terebintina para uso farmacêutico,5,p
050284,Timol para uso farmacêutico,5,p
050179,Tintura de iodo,5,p
050208,Tinturas para uso medicinal,5,p
050262,Tônicos [medicamento],5,p
050450,Transplantes [tecidos vivos],5,p
050211,Ungüentos mercuriais,5,p
050301,Ungüentos para queimaduras de sol,5,p
050225,Ungüentos para uso farmacêutico,5,p
050107,Vacinas,5,p
050481,Velas de massagem para fins terapêuticos,5,p
050216,Veneno para ratos,5,p
050249,Venenos,5,p
050038,Venenos bacterianos,5,p
050112,Vernizes dentários,5,p
050290,Vesicantes,5,p
050477,Xampus a seco medicinais,5,p
050468,Xampus contra piolhos,5,p
050469,Xampus inseticidas para animais,5,p
050474,Xampus medicinais,5,p
050478,Xampus medicinais para animais de estimação,5,p
050067,Xaropes para uso farmacêutico,5,p
060363,Abraçadeiras de metal,6,p
060313,Grampos de metal para cabos ou tubos,6,p
060005,Aço fundido,6,p
060001,"Aço, bruto ou semitrabalhado",6,p
060013,Agulhas para linhas férreas,6,p
060181,Algemas,6,p
060017,Alumínio,6,p
060273,Âncoras *,6,p
060360,Andaimes de metal,6,p
060110,Anéis de cobre,6,p
060038,Anéis de metal *,6,p
060037,Anilhos [arruelas] de metal,6,p
060041,Arame farpado,6,p
060221,Argolas de metal comum para chaves,6,p
060025,Armadilhas para animais selvagens *,6,p
060267,Armaduras de metal para dutos de ar comprimido,6,p
060292,Armaduras de metal para sustentação de concreto,6,p
060210,Assoalhos de metal,6,p
060396,Ataduras de metal para feixes,6,p
060263,Aviários de metal [estruturas],6,p
060457,Balaústres de metal,6,p
060282,"Balizas de metal, não luminosas",6,p
060440,Bandejas de metal*,6,p
060280,Banheiras para aves [estruturas de metal],6,p
060448,Escabelos de metal para os pés,6,p
060459,Barras de aço laminadas a quente,6,p
060460,Barras de aço polidas,6,p
060451,"Barras de apoio, metálicas, para banheiras",6,p
060042,Barras de metal para balaustradas,6,p
060462,Barras de metal polidas e trefiladas,6,p
060461,Barras descascadas de metal,6,p
060287,Barris de metal,6,p
060238,Batentes de metal,6,p
060329,Batentes de metal para porta,6,p
060180,"Batentes de portas, de metal",6,p
060296,Tampões de metal,6,p
060398,Recipientes de metal,6,p
060043,Glucínio [berílio],6,p
060151,Bicos de lubrificação,6,p
060045,Bigornas de encaixe,6,p
060097,Bigornas,6,p
060248,Bigornas [portáteis],6,p
060326,Bitolas de metal para medidas de carga em vagões de trem,6,p
060294,Blocos de metal para pavimentação,6,p
060014,Bocais de metal,6,p
060412,Boias de metal para ancoragem [amarração],6,p
060018,Bronze,6,p
060056,Bronzes [obras de arte],6,p
060087,Buchas de metal,6,p
060307,Bustos de metal comum,6,p
060202,Cabides de metal para vestuário,6,p
060308,Cabines de metal para banho,6,p
060310,Cabines de metal para pintura com pistola,6,p
060484,"Cabines metálicas de isolamento acústico, transportáveis",6,p
060422,Cabines telefônicas de metal,6,p
060427,Cabo de aço,6,p
060311,"Cabos de metal, não elétricos",6,p
060057,Cabos teleféricos,6,p
060062,"Cadeados de metal, não eletrônicos",6,p
060061,Cádmio,6,p
060272,Cais flutuantes de metal para amarração de barcos,6,p
060424,"Caixas [baú] de metal tipo gabinete para ferramentas, vazias",6,p
060120,Caixas de correio de metal,6,p
060295,Caixas de metal comum,6,p
060093,Latas para conservas,6,p
060423,"Caixas de metal para ferramentas, vazias",6,p
060074,Caixilhos de metal para construção,6,p
060316,Caixilhos de metal para estufa,6,p
060315,Caixilhos de metal para janelas,6,p
060063,Calços,6,p
060332,Canaletas de metal para telhados,6,p
060121,"Campainhas metálicas de porta, não elétricas",6,p
060011,Tubos de aço,6,p
060127,Tubos de metal,6,p
060091,Canos de metal para água,6,p
060356,Canos de metal para escoamento de águas,6,p
060114,Canos de metal para drenagem,6,p
060076,Dutos e canos de metal para instalações de aquecimento central,6,p
060366,Canos de metal para ramificação,6,p
060345,Cantoneiras de metal,6,p
060464,Cantoneiras de metal para móveis,6,p
060113,Capachos de metal,6,p
060331,Capuzes de metal para chaminés,6,p
060357,Carretéis não mecânicos de metal para mangueiras flexíveis,6,p
060439,Casas pré-fabricadas [kits] de metal,6,p
060148,Cata-ventos de metal,6,p
060255,"Catracas [borboletas] de metal, não automáticas",6,p
060208,Cavilhas [estacas] de metal para tendas,6,p
060141,Cavilhas [ferragem],6,p
060143,Cavilhas [ferragens],6,p
060078,Cavilhas de metal,6,p
060367,Cercaduras de metal para túmulos,6,p
060368,Cercas de metal,6,p
060397,Cercas de segurança de metal para ruas e estradas,6,p
060401,Cermet,6,p
060199,Cestos de metal,6,p
060413,Chaminés de metal,6,p
060010,Chapas de aço,6,p
060047,Chapas de metal para blindagem,6,p
060376,Chapas e placas de metal,6,p
060052,Chapas grossas de ferro,6,p
060020,Chapas para ancoragem,6,p
060083,Chaves de metal,6,p
060082,Contrapinos de metal[chavetas],6,p
060214,"Chumbo, bruto ou semitrabalhado",6,p
060003,Folhas de aço,6,p
060288,Cintas de metal para barris,6,p
060312,Grampos de metal para prender canos,6,p
060026,Cintas de metal para sustentação de cargas,6,p
060319,Cintas de metal para uso agrícola,6,p
060469,Clipes de metal para fechar pacotes,6,p
060088,Cobalto bruto,6,p
060318,Coberturas de metal para chaminés,6,p
060350,Coberturas de metal para telhados,6,p
060109,"Cobre, bruto ou semitrabalhado",6,p
060029,Cofres de dinheiro [metálicos ou não metálicos],6,p
060066,Cofres de segurança,6,p
060472,Cofres eletrônicos,6,p
060034,Cofres-fortes [metálicos ou não metálicos],6,p
060411,Colunas de metal para publicidade,6,p
060090,Colunas metálicas para edificações,6,p
060421,Condutos forçados [de metal],6,p
060229,Conexões de metal para canos,6,p
060266,Construções de aço,6,p
060339,Construções de metal,6,p
060170,Construções transportáveis de metal,6,p
060094,"Contêineres de metal [armazenagem, transporte]",6,p
060418,"Contêineres de metal, não mecânicos",6,p
060112,Contêineres de metal para gás comprimido ou ar líquido,6,p
060340,Contêineres flutuantes de metal,6,p
060095,Contratrilhos de metal,6,p
060058,Cordagem de metal para cabos,6,p
060341,Cordas de metal,6,p
060343,Cornijas de metal,6,p
060475,Cornijas de metal para lareiras,6,p
060305,Correias de metal para manuseio de cargas,6,p
060068,Correntes de metal *,6,p
060071,Correntes de metal de segurança,6,p
060044,Correntes para gado,6,p
060077,Cravos de ferraduras,6,p
060103,Cremalheiras de metal,6,p
060104,Cremonas,6,p
060080,Cromita,6,p
060079,Cromo,6,p
060477,"Crucifixos de metal comum, exceto joias ou bijuterias",6,p
060354,Cubas de metal,6,p
060177,Degraus de metal,6,p
060355,Degraus de metal para escadas,6,p
060452,"Dispensadores de metal, fixos, de sacos plásticos para fezes de cachorro",6,p
060358,Dispensadores fixos de metal para toalhas,6,p
060443,Dispositivos metálicos não elétricos para abrir janelas,6,p
060320,Dispositivos metálicos não elétricos para abrir portas,6,p
060444,Dispositivos metálicos não elétricos para fechar janelas,6,p
060432,"Dispositivos metálicos para repelir aves, acionados pelo vento",6,p
060336,Divisórias de metal,6,p
060327,Dobradiças de metal,6,p
060245,Dormentes de metal para linhas férreas,6,p
060021,Dosadores de metal,6,p
060415,Dutos de metal para ventilação e instalações de ar condicionado,6,p
060073,Elos de metal para correntes,6,p
060119,Embalagens de folha-de-flandres [latas],6,p
060155,Emblemas de metal para veículos,6,p
060258,Encanamento de metal,6,p
060369,"Enroladores de metal, não mecânicos, para mangueiras flexíveis",6,p
060361,Escadas [portáteis] de metal,6,p
060124,Escadas de metal,6,p
060362,Escadas móveis de metal para embarque de passageiros,6,p
060372,Escoras de metal,6,p
060265,Esferas de aço,6,p
060122,Esporas,6,p
060123,Esquadros de metal para construção,6,p
060437,Estábulos metálicos,6,p
060271,Estacas de metal para amarração,6,p
060467,Estacas de metal para plantas ou árvores,6,p
060373,Estanho,6,p
060244,Estátuas de metal comum,6,p
060382,Figuras de metal comum,6,p
060388,Estelas funerárias de metal,6,p
060284,Esticadores de fitas de ferro [tirantes de tensão],6,p
060101,Esticadores de metal para correias,6,p
060383,Esticadores de tensão para fios de metal [tirantes de tensão],6,p
060317,Estrados de metal para pisos,6,p
060236,Estufas transportáveis de metal,6,p
060465,Etiquetas de metal,6,p
060237,Fechaduras de metal para veículos,6,p
060220,Fecho de metais para portas,6,p
060247,Fechos,6,p
060048,Fechos de metal para caixa,6,p
060454,Fechos de metal para caixilhos de janelas,6,p
060300,Fechos de metal para garrafas,6,p
060379,Fechos de metal para maletas,6,p
060395,Fechos de metal para recipientes,6,p
060153,Fechos de molas,6,p
060227,"Ferragens de metal, pequenas *",6,p
060130,Ferragens de metal para janelas,6,p
060140,Ferragens para edificações,6,p
060347,Ferragens para portas,6,p
060133,"Ferro fundido, bruto ou semitrabalhado",6,p
060115,"Ferro, bruto ou semitrabalhado",6,p
060136,Ferromolibdênio,6,p
060137,Ferrosilício,6,p
060138,Ferrotitânio,6,p
060139,Ferrotungstênio,6,p
060132,Fio de ferro,6,p
060004,Fios de aço,6,p
060019,Fios de alumínio,6,p
060353,Fios de cobre não isolados,6,p
060268,"Fios de ligas de metal comum, exceto fusíveis",6,p
060108,Fios de metal comum,6,p
060286,Fios de metal para atar,6,p
060242,Fios de metal para soldar,6,p
060131,Folhas de ferro em rolo,6,p
060285,Fitas de metal para atar,6,p
060298,Fivelas de metal comum [ferragem],6,p
060054,Flanges [cintas] de metal,6,p
060375,Folha de estanho,6,p
060374,Folha-de-flandres,6,p
060270,Folhas de alumínio *,6,p
060416,Folhas de metal para embalagem e empacotamento,6,p
060150,Fôrmas de metal para gelo,6,p
060145,Galena [minério],6,p
060425,Galinheiros de metal,6,p
060466,Galões [recipientes] em metal para combustíveis,6,p
060105,Ganchos [ferragens de metal],6,p
060102,Ganchos de metal,6,p
060352,Ganchos de metal para cabideiros de roupas,6,p
060463,Ganchos de metal para pendurar bolsas,6,p
060351,Ganchos de metal para telhas de ardósia,6,p
060050,Garrafas [recipientes] de metal para gás comprimido ou ar líquido,6,p
060156,Gelosias [venezianas] de metal,6,p
060147,Germânio,6,p
060039,Gonzos de metal,6,p
060152,Grades de metal,6,p
060149,Grampos para escalada,6,p
060483,Grelhas metálicas de lareira,6,p
060390,Guarda-fogos de metal para fornos,6,p
060324,Guarnições de metal para caixões,6,p
060393,Guarnições de metal para camas,6,p
060106,Guarnições de metal para janelas,6,p
060380,Guarnições de metal para móveis,6,p
060394,Guarnições de metal para portas,6,p
060067,Háfnio,6,p
060414,Hastes de metal para chaminés,6,p
060154,Índio,6,p
060293,Instalações de metal para estacionar bicicletas,6,p
060346,Janelas de metal,6,p
060433,Jaulas de metal para animais selvagens,6,p
060323,Jazigos de metal,6,p
060099,Joelhos de metal para canos,6,p
060059,"Uniões de metal para cabos, não elétricas",6,p
060322,Ladrilhos de metal,6,p
060321,Ladrilhos de metal para construção,6,p
060445,Ladrilhos de metal para paredes,6,p
060446,Lajes de metal,6,p
060447,Lajes de metal para construção,6,p
060385,Lápides de metal,6,p
060274,Lambris de metal,6,p
060157,"Latão, bruto ou semitrabalhado",6,p
060419,"Letras e algarismos de metal comum, exceto tipos",6,p
060032,Liga de estanho prateado,6,p
060002,Ligas de aço,6,p
060269,Ligas de metal comum,6,p
060053,Ligas para brasagem,6,p
060161,Limalhas,6,p
060163,Limonito,6,p
060306,Lingas de metal para manuseio de cargas,6,p
060168,Lingotes [metalurgia],6,p
060164,Lingotes de metal comum,6,p
060204,Lingüetas de fechaduras,6,p
060022,Lingüetas de metal,6,p
060165,Lintéis de metal,6,p
060301,Maçanetas de metal,6,p
060216,Maçanetas de metal para portas,6,p
060169,Magnésio,6,p
060174,Manganês,6,p
060092,Mangas [ferragem de metal],6,p
060173,Virolas metálicas para canos,6,p
060420,Tubulações de metal para encanamentos,6,p
060179,Marquises [estruturas] de metal,6,p
060006,Mastros de aço,6,p
060480,Mastros de bandeira portáteis de metal,6,p
060023,Mastros de metal,6,p
060468,Mastros [estruturas] para bandeiras metálicos,6,p
060435,"Materiais de construção refratários, metálicos",6,p
060291,Materiais de metal para construção,6,p
060330,Materiais de metal para funiculares fixos de ferrovias,6,p
060089,Materiais de metal para linhas férreas,6,p
060275,Materiais de metal para reforço de canos,6,p
060033,Materiais de metal para reforço de concreto,6,p
060276,Materiais de metal para reforço de construção,6,p
060277,Materiais de metal para reforço de correias de máquinas,6,p
060135,"Molas metálicas para fechar portas, não elétricas",6,p
060182,"Metais comuns, brutos ou semitrabalhados",6,p
060453,Metais em folha ou pó para impressoras 3D,6,p
060434,Metais em pó*,6,p
060185,Metais pirofóricos,6,p
060027,Metal antifricção,6,p
060046,Metal branco,6,p
060081,Minério de cromo [cromita],6,p
060134,Minério de ferro,6,p
060183,Minérios de metal,6,p
060486,Miniestufas metálicas,6,p
060206,Molas [ferragens de metal],6,p
060384,Moldes de metal para fundição,6,p
060096,Moldes em forma de concha [fundição],6,p
060474,Molduras de metal para coistrução,6,p
060344,Molduras de metal para cornijas,6,p
060189,Molibdênio,6,p
060055,Monumentos fúnebres de bronze para túmulos,6,p
060190,Monumentos de metal,6,p
060386,Monumentos de metal para túmulos,6,p
060194,Nióbio,6,p
060193,Níquel,6,p
060196,"Números de metal para casas, não luminosos",6,p
060278,Obras de arte de metal comum,6,p
060485,Painéis acústicos metálicos,6,p
060381,Painéis de metal para construção,6,p
060219,Painéis de metal para portas,6,p
060200,"Painéis sinalizadores, não luminosos e não mecânicos, de metal",6,p
060175,Paletes de metal para manuseio,6,p
060176,Paletes de metal para transporte de carga,6,p
060325,Paletes [plataformas] de metal para carga,6,p
060198,Paliçadas de metal [tapumes],6,p
060118,Parafusos de metal com rosca soberba,6,p
060314,Parafusos de metal para cabos,6,p
060049,Parafusos de metal para uso com porcas,6,p
060436,Pérgulas [construções de metal],6,p
060158,Persianas externas de metal,6,p
060290,Piscinas [estruturas de metal],6,p
060040,Pisos de metal,6,p
060430,Pitões de metal,6,p
060389,Placas comemorativas de metal,6,p
060399,Placas de metal para identificação,6,p
060400,Placas de metal para licenciamento de veículos,6,p
060387,Placas de metal para túmulos,6,p
060212,Placas giratórias [estrada de ferro],6,p
060226,"Plataformas, pré-fabricadas, de metal",6,p
060438,Pocilgas metálicas,6,p
060064,Ponteiras de metal para bengalas,6,p
060364,Porcas de metal,6,p
060450,Portas blindadas de metal,6,p
060100,Portas de metal *,6,p
060473,Portas do tipo camarão metálicas,6,p
060478,Portas do tipo vai e vem metálicas,6,p
060482,Portas sanfonadas de metal,6,p
060218,Portões de metal,6,p
060205,Postes de metal,6,p
060365,Postes de metal para linhas de transmissão de energia,6,p
060222,Postes telegráficos de metal,6,p
060260,Postigos de metal,6,p
060188,Pranchas de metal [folhas],6,p
060016,Prata níquel,6,p
060085,Pregos,6,p
060470,Pregos de metal para sapatos,6,p
060086,Tachas pequenas sem cabeça,6,p
060012,Prendedores de metal para correias de máquinas,6,p
060028,Protetores de metal para árvores,6,p
060051,Pulseiras de metal para identificação,6,p
060159,Rampas de metal para lançamento de foguetes,6,p
060476,Rampas de metal para veículos,6,p
060217,Rebites de metal,6,p
060065,Recipientes de metal para armazenar ácidos,6,p
060338,Recipientes de metal para combustível líquido,6,p
060479,Recipientes de metal para drenagem de óleo,6,p
060231,Recipientes de metal para embalagem,6,p
060279,Recipientes de metal para misturar argamassa,6,p
060232,Tanques de metal [recipientes],6,p
060211,Revestimento de metal para edificações,6,p
060458,Revestimento de metal para proteção externa de construções,6,p
060337,Revestimentos de metal para poços de petróleo,6,p
060192,Revestimentos de parede em placas metálicas para construção,6,p
