,Especificação,Classe,Tipo
auxserv_6_1_21_341,Banco múltiplo com ou sem carteira comercial [serviços financeiros],36,s
auxserv_6_1_21_342,Banda de música [serviços de entretenimento],41,s
auxserv_6_1_21_343,Beneficiamento da castanha-de-caju,40,s
auxserv_6_1_21_344,Beneficiamento de alimentos,40,s
auxserv_6_1_21_345,Beneficiamento de cereal,40,s
auxserv_6_1_21_346,Beneficiamento de laticínio,40,s
auxserv_6_1_21_347,Bilhar [diversão],41,s
auxserv_6_1_21_348,Blindagem de veículo,40,s
auxserv_6_1_21_349,Bloqueio de carro por satélite,45,s
auxserv_6_1_21_350,Boliche [diversão],41,s
auxserv_6_1_21_351,Bronzeamento artificial,44,s
auxserv_6_1_21_352,Caderneta de poupança [serviços financeiros],36,s
auxserv_6_1_21_353,Caixa de aposentadoria [serviços financeiros],36,s
auxserv_6_1_21_354,Calafetagem,37,s
auxserv_6_1_21_355,"Calçado, reparo e manutenção",37,s
auxserv_6_1_21_356,Cálculo e dimensionamento na área de engenharia,42,s
auxserv_6_1_21_357,Caldeiraria [oficina de caldeireiro],40,s
auxserv_6_1_21_358,Câmbio monetário,36,s
auxserv_6_1_21_359,Camping [provimento de acomodações],43,s
auxserv_6_1_21_360,Cantor(a),41,s
auxserv_6_1_21_361,Capitalização [serviços financeiros],36,s
auxserv_6_1_21_362,Capoteiro [conserto de capota de automóvel],37,s
auxserv_6_1_21_363,Cartão de caixa [serviços financeiros],36,s
auxserv_6_1_21_364,Carteira de investidor estrangeiro [serviços financeiros],36,s
auxserv_6_1_21_365,Chapeamento com prata,40,s
auxserv_6_1_21_366,"Cheque-refeição [serviços de pagamento de refeições através de tíquetes, vales ou cupons]",36,s
auxserv_6_1_21_367,Churrascaria [restaurante],43,s
auxserv_6_1_21_368,Cirurgias médicas [serviços médicos],44,s
auxserv_6_1_21_369,Clínica de desintoxicação,44,s
auxserv_6_1_21_370,Clínica veterinária,44,s
auxserv_6_1_21_371,Clube de investimento [serviços financeiros],36,s
auxserv_6_1_21_372,Clube de livro e disco [lazer ou educação],41,s
auxserv_6_1_21_373,Clube de vídeo game e vídeo cassete [lazer ou educação],41,s
auxserv_6_1_21_374,Cobertura de seguro médico para viajante [seguro-saúde],36,s
auxserv_6_1_21_375,"Coleta de materiais, exceto transporte e armazenamento",37,s
auxserv_6_1_21_376,"Coleta, em domicílio, de material para análise clínica médica/veterinária",44,s
auxserv_6_1_21_377,Colheita [serviços de agricultura],44,s
auxserv_6_1_21_378,Colocação de piso e pedra,37,s
auxserv_6_1_21_379,Colocação de sobrecapa [serviços de encadernação],40,s
auxserv_6_1_21_380,Comercialização de seguro saúde,36,s
auxserv_6_1_21_381,Comércio [através de qualquer meio] de adesivos para papelaria ou para uso doméstico,35,s
auxserv_6_1_21_382,Comércio [através de qualquer meio] de água mineral engarrafada; comercialização de água bruta,35,s
auxserv_6_1_21_383,Comércio [através de qualquer meio] de alfinetes e agulhas [artigos de armarinho],35,s
auxserv_6_1_21_384,Comércio [através de qualquer meio] de alimentos para animais,35,s
auxserv_6_1_21_385,Comércio [através de qualquer meio] de alimentos para bebês,35,s
auxserv_6_1_21_386,Comércio [através de qualquer meio] de amianto,35,s
auxserv_6_1_21_387,Comércio [através de qualquer meio] de animais vivos,35,s
auxserv_6_1_21_388,Comércio [através de qualquer meio] de aparelhos [lâminas] de barbear,35,s
auxserv_6_1_21_389,Comércio [através de qualquer meio] de aparelhos de aquecimento,35,s
auxserv_6_1_21_390,Comércio [através de qualquer meio] de aparelhos de cozimento,35,s
auxserv_6_1_21_391,Comércio [através de qualquer meio] de aparelhos de distribuição de água,35,s
auxserv_6_1_21_392,Comércio [através de qualquer meio] de aparelhos de iluminação,35,s
auxserv_6_1_21_393,Comércio [através de qualquer meio] de aparelhos de instalações sanitárias,35,s
auxserv_6_1_21_394,"Comércio [através de qualquer meio] de aparelhos de locomoção por terra, por ar ou por água",35,s
auxserv_6_1_21_395,Comércio [através de qualquer meio] de aparelhos de produção de vapor,35,s
auxserv_6_1_21_396,Comércio [através de qualquer meio] de aparelhos de refrigeração,35,s
auxserv_6_1_21_397,Comércio [através de qualquer meio] de aparelhos de secagem,35,s
auxserv_6_1_21_398,Comércio [através de qualquer meio] de aparelhos de ventilação,35,s
auxserv_6_1_21_399,Comércio [através de qualquer meio] de aparelhos e instrumentos científicos,35,s
auxserv_6_1_21_400,Comércio [através de qualquer meio] de aparelhos e instrumentos cinematográficos,35,s
auxserv_6_1_21_401,Comércio [através de qualquer meio] de aparelhos e instrumentos cirúrgicos,35,s
auxserv_6_1_21_402,Comércio [através de qualquer meio] de aparelhos e instrumentos cronométricos,35,s
auxserv_6_1_21_403,Comércio [através de qualquer meio] de aparelhos e instrumentos de controle [inspeção],35,s
auxserv_6_1_21_404,Comércio [através de qualquer meio] de aparelhos e instrumentos de ensino,35,s
auxserv_6_1_21_405,Comércio [através de qualquer meio] de aparelhos e instrumentos de medição,35,s
auxserv_6_1_21_406,Comércio [através de qualquer meio] de aparelhos e instrumentos de pesagem,35,s
auxserv_6_1_21_407,Comércio [através de qualquer meio] de aparelhos e instrumentos de salvamento,35,s
auxserv_6_1_21_408,Comércio [através de qualquer meio] de aparelhos e instrumentos de sinalização,35,s
auxserv_6_1_21_409,Comércio [através de qualquer meio] de aparelhos e instrumentos dentários,35,s
auxserv_6_1_21_410,Comércio [através de qualquer meio] de aparelhos e instrumentos fotográficos,35,s
auxserv_6_1_21_411,Comércio [através de qualquer meio] de aparelhos e instrumentos geodésicos,35,s
auxserv_6_1_21_412,Comércio [através de qualquer meio] de aparelhos e instrumentos médicos,35,s
auxserv_6_1_21_413,Comércio [através de qualquer meio] de aparelhos e instrumentos náuticos,35,s
auxserv_6_1_21_414,Comércio [através de qualquer meio] de aparelhos e instrumentos ópticos,35,s
auxserv_6_1_21_415,"Comércio [através de qualquer meio] de aparelhos e instrumentos para conduzir, interromper, transformar, acumular, 
regular ou controlar eletricidade",35,s
auxserv_6_1_21_416,Comércio [através de qualquer meio] de aparelhos e instrumentos veterinários,35,s
auxserv_6_1_21_417,Comércio [através de qualquer meio] de aparelhos extintores de incêndio,35,s
auxserv_6_1_21_418,"Comércio [através de qualquer meio] de aparelhos para o registro, a transmissão e a reprodução de som ou imagens",35,s
auxserv_6_1_21_419,Comércio [através de qualquer meio] de aparelhos para suporte de registro magnético,35,s
auxserv_6_1_21_420,Comércio [através de qualquer meio] de armas brancas,35,s
auxserv_6_1_21_421,Comércio [através de qualquer meio] de armas de fogo,35,s
auxserv_6_1_21_422,"Comércio [através de qualquer meio] de artigos de cama, mesa e banho",35,s
auxserv_6_1_21_423,Comércio [através de qualquer meio] de artigos de chapelaria,35,s
auxserv_6_1_21_424,Comércio [através de qualquer meio] de artigos de cutelaria,35,s
auxserv_6_1_21_425,Comércio [através de qualquer meio] de artigos de ferragem,35,s
auxserv_6_1_21_426,Comércio [através de qualquer meio] de artigos de iluminação,35,s
auxserv_6_1_21_427,Comércio [através de qualquer meio] de artigos de joalheria,35,s
auxserv_6_1_21_428,Comércio [através de qualquer meio] de artigos de louça de faiança,35,s
auxserv_6_1_21_429,Comércio [através de qualquer meio] de artigos de papelaria,35,s
auxserv_6_1_21_430,Comércio [através de qualquer meio] de artigos de relojoaria,35,s
auxserv_6_1_21_431,Comércio [através de qualquer meio] de artigos de vidro,35,s
auxserv_6_1_21_432,Comércio [através de qualquer meio] de artigos do vestuário,35,s
auxserv_6_1_21_433,Comércio [através de qualquer meio] de artigos ortopédicos,35,s
auxserv_6_1_21_434,Comércio [através de qualquer meio] de artigos para animais,35,s
auxserv_6_1_21_435,Comércio [através de qualquer meio] de artigos para encadernação,35,s
auxserv_6_1_21_436,Comércio [através de qualquer meio] de artigos para fumantes,35,s
auxserv_6_1_21_437,Comércio [através de qualquer meio] de artigos para ginástica,35,s
auxserv_6_1_21_438,Comércio [através de qualquer meio] de artigos para prática de esportes,35,s
auxserv_6_1_21_439,"Comércio [através de qualquer meio] de asfalto, piche e betume",35,s
auxserv_6_1_21_440,Comércio [através de qualquer meio] de baixelas em metal,35,s
auxserv_6_1_21_441,Comércio [através de qualquer meio] de baixelas em porcelana,35,s
auxserv_6_1_21_442,Comércio [através de qualquer meio] de bebidas alcoólicas,35,s
auxserv_6_1_21_443,Comércio [através de qualquer meio] de bebidas não alcoólicas,35,s
auxserv_6_1_21_444,Comércio [através de qualquer meio] de bengalas,35,s
auxserv_6_1_21_445,Comércio [através de qualquer meio] de bijuteria,35,s
auxserv_6_1_21_446,Comércio [através de qualquer meio] de bobinas de papel,35,s
auxserv_6_1_21_447,Comércio [através de qualquer meio] de bolsas femininas,35,s
auxserv_6_1_21_448,Comércio [através de qualquer meio] de borracha em bruto,35,s
auxserv_6_1_21_449,Comércio [através de qualquer meio] de borracha semiprocessada,35,s
auxserv_6_1_21_450,Comércio [através de qualquer meio] de botões [artigos de armarinho],35,s
auxserv_6_1_21_451,Comércio [através de qualquer meio] de cabos e fios de metal comuns não elétricos,35,s
auxserv_6_1_21_452,Comércio [através de qualquer meio] de caixas registradoras,35,s
auxserv_6_1_21_453,Comércio [através de qualquer meio] de calçados,35,s
auxserv_6_1_21_454,Comércio [através de qualquer meio] de capachos e esteiras,35,s
auxserv_6_1_21_455,Comércio [através de qualquer meio] de caracteres de imprensa,35,s
auxserv_6_1_21_456,Comércio [através de qualquer meio] de carpetes e tapetes,35,s
auxserv_6_1_21_457,Comércio [através de qualquer meio] de cartas de baralho,35,s
auxserv_6_1_21_458,Comércio [através de qualquer meio] de cera dentária,35,s
auxserv_6_1_21_459,"Comércio [através de qualquer meio] de chicotes, arreios e artigos de selaria",35,s
auxserv_6_1_21_460,Comércio [através de qualquer meio] de chocadeiras,35,s
auxserv_6_1_21_461,Comércio [através de qualquer meio] de clichês [imprensa],35,s
auxserv_6_1_21_462,Comércio [através de qualquer meio] de cofres,35,s
auxserv_6_1_21_463,Comércio [através de qualquer meio] de colchetes e ilhoses [artigos de armarinho],35,s
auxserv_6_1_21_464,Comércio [através de qualquer meio] de combustíveis [incluindo a gasolina para motores],35,s
auxserv_6_1_21_465,Comércio [através de qualquer meio] de composições extintoras de fogo,35,s
auxserv_6_1_21_466,Comércio [através de qualquer meio] de construções metálicas transportáveis,35,s
auxserv_6_1_21_467,Comércio [através de qualquer meio] de construções transportáveis não metálicas,35,s
auxserv_6_1_21_468,Comércio [através de qualquer meio] de cordas e fios,35,s
auxserv_6_1_21_469,Comércio [através de qualquer meio] de cortiça semiprocessada,35,s
auxserv_6_1_21_470,Comércio [através de qualquer meio] de cosméticos,35,s
auxserv_6_1_21_471,Comércio [através de qualquer meio] de couro em bruto ou semiprocessado,35,s
auxserv_6_1_21_472,Comércio [através de qualquer meio] de decorações para árvores de Natal,35,s
auxserv_6_1_21_473,Comércio [através de qualquer meio] de dentifrícios,35,s
auxserv_6_1_21_474,Comércio [através de qualquer meio] de desinfetantes,35,s
auxserv_6_1_21_475,Comércio [através de qualquer meio] de discos acústicos,35,s
auxserv_6_1_21_476,Comércio [através de qualquer meio] de emplastros,35,s
auxserv_6_1_21_477,Comércio [através de qualquer meio] de engates de máquinas e componentes de transmissão [exceto para veículos terrestres],35,s
auxserv_6_1_21_478,Comércio [através de qualquer meio] de equipamento de processamento de dados e computadores,35,s
auxserv_6_1_21_479,Comércio [através de qualquer meio] de escovas,35,s
auxserv_6_1_21_480,Comércio [através de qualquer meio] de espelhos,35,s
auxserv_6_1_21_481,Comércio [através de qualquer meio] de explosivos,35,s
auxserv_6_1_21_482,Comércio [através de qualquer meio] de ferramentas manuais,35,s
auxserv_6_1_21_483,Comércio [através de qualquer meio] de fios e fibras para uso têxtil,35,s
auxserv_6_1_21_484,Comércio [através de qualquer meio] de fitas e laços,35,s
auxserv_6_1_21_485,Comércio [através de qualquer meio] de flores artificiais,35,s
auxserv_6_1_21_486,Comércio [através de qualquer meio] de fogos de artifício,35,s
auxserv_6_1_21_487,Comércio [através de qualquer meio] de fósforos,35,s
auxserv_6_1_21_488,Comércio [através de qualquer meio] de fotografias,35,s
auxserv_6_1_21_489,Comércio [através de qualquer meio] de gelo,35,s
auxserv_6_1_21_490,Comércio [através de qualquer meio] de goma,35,s
auxserv_6_1_21_491,Comércio [através de qualquer meio] de graxas,35,s
auxserv_6_1_21_492,Comércio [através de qualquer meio] de guarda-chuvas,35,s
auxserv_6_1_21_493,Comércio [através de qualquer meio] de guarda-sóis,35,s
auxserv_6_1_21_494,Comércio [através de qualquer meio] de guta-percha,35,s
auxserv_6_1_21_495,Comércio [através de qualquer meio] de imitações de couro,35,s
auxserv_6_1_21_496,Comércio [através de qualquer meio] de instrumentos agrícolas não manuais,35,s
auxserv_6_1_21_497,Comércio [através de qualquer meio] de instrumentos manuais [propulsão muscular],35,s
auxserv_6_1_21_498,Comércio [através de qualquer meio] de instrumentos musicais,35,s
auxserv_6_1_21_499,Comércio [através de qualquer meio] de jogos e brinquedos,35,s
auxserv_6_1_21_500,Comércio [através de qualquer meio] de junco semiprocessado,35,s
auxserv_6_1_21_501,Comércio [através de qualquer meio] de linóleo [piso em manta],35,s
auxserv_6_1_21_502,Comércio [através de qualquer meio] de livros,35,s
auxserv_6_1_21_503,Comércio [através de qualquer meio] de loções para os cabelos,35,s
auxserv_6_1_21_504,Comércio [através de qualquer meio] de lubrificantes,35,s
auxserv_6_1_21_505,Comércio [através de qualquer meio] de madeira semiprocessada,35,s
auxserv_6_1_21_506,Comércio [através de qualquer meio] de malas e bolsas de viagem,35,s
auxserv_6_1_21_507,Comércio [através de qualquer meio] de máquinas de calcular,35,s
auxserv_6_1_21_508,Comércio [através de qualquer meio] de máquinas de escrever,35,s
auxserv_6_1_21_509,Comércio [através de qualquer meio] de máquinas distribuidoras automáticas,35,s
auxserv_6_1_21_510,Comércio [através de qualquer meio] de máquinas-ferramentas,35,s
auxserv_6_1_21_511,Comércio [através de qualquer meio] de materiais de construção metálicos,35,s
auxserv_6_1_21_512,Comércio [através de qualquer meio] de materiais de construção não metálicos,35,s
auxserv_6_1_21_513,Comércio [através de qualquer meio] de materiais impressos,35,s
auxserv_6_1_21_514,Comércio [através de qualquer meio] de materiais metálicos para vias férreas,35,s
auxserv_6_1_21_515,Comércio [através de qualquer meio] de materiais para artistas,35,s
auxserv_6_1_21_516,Comércio [através de qualquer meio] de material de escritório,35,s
auxserv_6_1_21_517,Comércio [através de qualquer meio] de material de instrução e de ensino,35,s
auxserv_6_1_21_518,Comércio [através de qualquer meio] de material de limpeza,35,s
auxserv_6_1_21_519,Comércio [através de qualquer meio] de material de sutura,35,s
auxserv_6_1_21_520,Comércio [através de qualquer meio] de material para a fabricação de escovas,35,s
auxserv_6_1_21_521,Comércio [através de qualquer meio] de material para curativos,35,s
auxserv_6_1_21_522,Comércio [através de qualquer meio] de material para obturações dentárias,35,s
auxserv_6_1_21_523,Comércio [através de qualquer meio] de matérias de enchimento,35,s
auxserv_6_1_21_524,"Comércio [através de qualquer meio] de matérias para calafetar, vedar e isolar",35,s
auxserv_6_1_21_525,Comércio [através de qualquer meio] de matérias plásticas não processadas,35,s
auxserv_6_1_21_526,Comércio [através de qualquer meio] de matérias plásticas para embalagem,35,s
auxserv_6_1_21_527,Comércio [através de qualquer meio] de matérias têxteis fibrosas em bruto,35,s
auxserv_6_1_21_528,Comércio [através de qualquer meio] de matérias tintoriais,35,s
auxserv_6_1_21_529,Comércio [através de qualquer meio] de mecanismos para aparelhos operados com moedas,35,s
auxserv_6_1_21_530,"Comércio [através de qualquer meio] de membros, olhos ou dentes artificiais",35,s
auxserv_6_1_21_531,Comércio [através de qualquer meio] de metais comuns e suas ligas,35,s
auxserv_6_1_21_532,"Comércio [através de qualquer meio] de metais em folhas e em pó para pintores, decoradores, impressores e artistas",35,s
auxserv_6_1_21_533,Comércio [através de qualquer meio] de metais preciosos e suas ligas,35,s
auxserv_6_1_21_534,Comércio [através de qualquer meio] de mica,35,s
auxserv_6_1_21_535,Comércio [através de qualquer meio] de minérios,35,s
auxserv_6_1_21_536,Comércio [através de qualquer meio] de mochilas,35,s
auxserv_6_1_21_537,Comércio [através de qualquer meio] de molduras,35,s
auxserv_6_1_21_538,Comércio [através de qualquer meio] de monumentos não metálicos,35,s
auxserv_6_1_21_539,Comércio [através de qualquer meio] de mordentes [fixador para tintas],35,s
auxserv_6_1_21_540,Comércio [através de qualquer meio] de motores [exceto os motores para veículos terrestres],35,s
auxserv_6_1_21_541,Comércio [através de qualquer meio] de móveis,35,s
auxserv_6_1_21_542,Comércio [através de qualquer meio] de munições e projéteis,35,s
auxserv_6_1_21_543,Comércio [através de qualquer meio] de óleos essenciais,35,s
auxserv_6_1_21_544,Comércio [através de qualquer meio] de óleos industriais,35,s
auxserv_6_1_21_545,Comércio [através de qualquer meio] de óleos vegetais alimentícios,35,s
auxserv_6_1_21_546,Comércio [através de qualquer meio] de palha de aço,35,s
auxserv_6_1_21_547,Comércio [através de qualquer meio] de panelas,35,s
auxserv_6_1_21_548,Comércio [através de qualquer meio] de papel e papelão,35,s
auxserv_6_1_21_549,"Comércio [através de qualquer meio] de partes e componentes de aparelhos de locomoção por terra, por ar ou por água",35,s
auxserv_6_1_21_550,Comércio [através de qualquer meio] de partes e componentes de veículos,35,s
auxserv_6_1_21_551,Comércio [através de qualquer meio] de pedras preciosas,35,s
auxserv_6_1_21_552,Comércio [através de qualquer meio] de peles de animais,35,s
auxserv_6_1_21_553,Comércio [através de qualquer meio] de pentes e esponjas,35,s
auxserv_6_1_21_554,Comércio [através de qualquer meio] de pincéis,35,s
auxserv_6_1_21_555,Comércio [através de qualquer meio] de plantas e flores naturais,35,s
auxserv_6_1_21_556,Comércio [através de qualquer meio] de preparações de higiene pessoal não medicamentosas,35,s
auxserv_6_1_21_557,Comércio [através de qualquer meio] de preparações farmacêuticas,35,s
auxserv_6_1_21_558,Comércio [através de qualquer meio] de preparações higiênicas para uso medicinal,35,s
auxserv_6_1_21_559,Comércio [através de qualquer meio] de preparações para branquear [lavanderia],35,s
auxserv_6_1_21_560,"Comércio [através de qualquer meio] de preparações para limpar, polir, desengordurar e decapar",35,s
auxserv_6_1_21_561,Comércio [através de qualquer meio] de preparações para temperar e soldar metais,35,s
auxserv_6_1_21_562,Comércio [através de qualquer meio] de preparações veterinárias,35,s
auxserv_6_1_21_563,Comércio [através de qualquer meio] de preservativos contra oxidação e contra a deterioração da madeira,35,s
auxserv_6_1_21_564,Comércio [através de qualquer meio] de produtos abrasivos para limpeza,35,s
auxserv_6_1_21_565,Comércio [através de qualquer meio] de produtos alimentícios [aves e ovos],35,s
auxserv_6_1_21_566,Comércio [através de qualquer meio] de produtos alimentícios [biscoitos],35,s
auxserv_6_1_21_567,Comércio [através de qualquer meio] de produtos alimentícios [bolos],35,s
auxserv_6_1_21_568,Comércio [através de qualquer meio] de produtos alimentícios [carnes vermelhas],35,s
auxserv_6_1_21_569,Comércio [através de qualquer meio] de produtos alimentícios [cereais],35,s
auxserv_6_1_21_570,Comércio [através de qualquer meio] de produtos alimentícios [chocolates],35,s
auxserv_6_1_21_571,Comércio [através de qualquer meio] de produtos alimentícios [doces],35,s
auxserv_6_1_21_572,"Comércio [através de qualquer meio] de produtos alimentícios [frutas, verduras e legumes]",35,s
auxserv_6_1_21_573,Comércio [através de qualquer meio] de produtos alimentícios [grãos],35,s
auxserv_6_1_21_574,Comércio [através de qualquer meio] de produtos alimentícios [laticínios],35,s
auxserv_6_1_21_575,Comércio [através de qualquer meio] de produtos alimentícios [massas],35,s
auxserv_6_1_21_576,Comércio [através de qualquer meio] de produtos alimentícios [pães],35,s
auxserv_6_1_21_577,Comércio [através de qualquer meio] de produtos alimentícios [peixes],35,s
auxserv_6_1_21_578,Comércio [através de qualquer meio] de produtos alimentícios [refeições congeladas],35,s
auxserv_6_1_21_579,Comércio [através de qualquer meio] de produtos alimentícios [salgadinhos],35,s
auxserv_6_1_21_580,Comércio [através de qualquer meio] de produtos alimentícios [sanduíches],35,s
auxserv_6_1_21_581,Comércio [através de qualquer meio] de produtos alimentícios [sorvetes],35,s
auxserv_6_1_21_582,Comércio [através de qualquer meio] de produtos alimentícios [sucos],35,s
auxserv_6_1_21_583,Comércio [através de qualquer meio] de produtos confeccionados de metais preciosos ou folheados,35,s
auxserv_6_1_21_584,Comércio [através de qualquer meio] de produtos de metal comum,35,s
auxserv_6_1_21_585,Comércio [através de qualquer meio] de produtos de perfumaria,35,s
auxserv_6_1_21_586,Comércio [através de qualquer meio] de produtos de serralharia,35,s
auxserv_6_1_21_587,Comércio [através de qualquer meio] de produtos em matérias plásticas semiprocessados,35,s
auxserv_6_1_21_588,"Comércio [através de qualquer meio] de produtos para a destruição dos animais nocivos, fungicidas e herbicidas",35,s
auxserv_6_1_21_589,"Comércio [através de qualquer meio] de produtos para absorver, molhar e ligar a pó",35,s
auxserv_6_1_21_590,Comércio [através de qualquer meio] de publicações periódicas impressas,35,s
auxserv_6_1_21_591,Comércio [através de qualquer meio] de redes,35,s
auxserv_6_1_21_592,Comércio [através de qualquer meio] de rendas e bordados,35,s
auxserv_6_1_21_593,Comércio [através de qualquer meio] de resinas artificiais não processadas,35,s
auxserv_6_1_21_594,Comércio [através de qualquer meio] de resinas naturais em estado bruto,35,s
auxserv_6_1_21_595,Comércio [através de qualquer meio] de revestimentos de assoalhos,35,s
auxserv_6_1_21_596,Comércio [através de qualquer meio] de roupas,35,s
auxserv_6_1_21_597,Comércio [através de qualquer meio] de sabões,35,s
auxserv_6_1_21_598,Comércio [através de qualquer meio] de sacos e sacolas,35,s
auxserv_6_1_21_599,Comércio [através de qualquer meio] de sementes,35,s
auxserv_6_1_21_600,Comércio [através de qualquer meio] de substâncias adesivas destinadas à indústria,35,s
auxserv_6_1_21_601,Comércio [através de qualquer meio] de substâncias dietéticas para uso medicinal,35,s
auxserv_6_1_21_602,Comércio [através de qualquer meio] de substâncias para uso em lavanderia,35,s
auxserv_6_1_21_603,"Comércio [através de qualquer meio] de substâncias químicas destinadas à agricultura, à horticultura e à silvicultura",35,s
auxserv_6_1_21_604,Comércio [através de qualquer meio] de substâncias químicas destinadas a conservar alimentos,35,s
auxserv_6_1_21_605,Comércio [através de qualquer meio] de substâncias químicas destinadas à fotografia,35,s
auxserv_6_1_21_606,Comércio [através de qualquer meio] de substâncias químicas destinadas à indústria,35,s
auxserv_6_1_21_607,Comércio [através de qualquer meio] de substâncias químicas destinadas às ciências,35,s
auxserv_6_1_21_608,Comércio [através de qualquer meio] de substâncias tanantes,35,s
auxserv_6_1_21_609,Comércio [através de qualquer meio] de tabaco,35,s
auxserv_6_1_21_610,Comércio [através de qualquer meio] de tapeçarias murais,35,s
auxserv_6_1_21_611,Comércio [através de qualquer meio] de tecidos,35,s
auxserv_6_1_21_612,Comércio [através de qualquer meio] de telas alcatroadas [lonas],35,s
auxserv_6_1_21_613,Comércio [através de qualquer meio] de tendas,35,s
auxserv_6_1_21_614,"Comércio [através de qualquer meio] de tintas, vernizes, lacas",35,s
auxserv_6_1_21_615,Comércio [através de qualquer meio] de toldos,35,s
auxserv_6_1_21_616,Comércio [através de qualquer meio] de tubos flexíveis não metálicos,35,s
auxserv_6_1_21_617,Comércio [através de qualquer meio] de tubos metálicos,35,s
auxserv_6_1_21_618,Comércio [através de qualquer meio] de tubos rígidos não metálicos para a construção,35,s
auxserv_6_1_21_619,Comércio [através de qualquer meio] de utensílios e recipientes para a casa ou a cozinha,35,s
auxserv_6_1_21_620,Comércio [através de qualquer meio] de veículos,35,s
auxserv_6_1_21_621,Comércio [através de qualquer meio] de velas,35,s
auxserv_6_1_21_622,Comércio [através de qualquer meio] de velas e pavios para iluminação,35,s
auxserv_6_1_21_623,Comércio [através de qualquer meio] de vidro bruto ou semiacabado,35,s
auxserv_6_1_21_624,Comércio [através de qualquer meio] de vime semiprocessado,35,s
auxserv_6_1_21_625,Comércio [através de qualquer meio] de xaropes e preparações para bebidas,35,s
auxserv_6_1_21_626,Comércio de imóveis,36,s
auxserv_6_1_21_627,Companhia hipotecária [serviços financeiros],36,s
auxserv_6_1_21_628,Compensação de cheque [serviços financeiros],36,s
auxserv_6_1_21_629,Composição gráfica [criação em arte gráfica],42,s
auxserv_6_1_21_630,Compra e venda de imóveis,36,s
auxserv_6_1_21_631,Computação gráfica [serviços de informática],42,s
auxserv_6_1_21_632,Concepção de protótipo [elaboração de projeto],42,s
auxserv_6_1_21_633,Concepção e projetos de maquetes e protótipos,42,s
auxserv_6_1_21_634,"Concepção/elaboração de projeto de balão, míssil e aeronave para fim meteorológico",42,s
auxserv_6_1_21_635,Concessão de bolsas de estudo,36,s
auxserv_6_1_21_636,Concessionária de veículos [comércio de veículos],35,s
auxserv_6_1_21_637,Concessionária de veículos [reparo/assistência técnica para veículos],37,s
auxserv_6_1_21_638,Confecção de artigo do vestuário sob encomenda,40,s
auxserv_6_1_21_639,Confecção de etiqueta com código de barra,40,s
auxserv_6_1_21_640,Confecção de mapa astral,45,s
auxserv_6_1_21_641,Confecção de prótese dentária [protético],40,s
auxserv_6_1_21_642,Confecção/gravação de carimbos,40,s
auxserv_6_1_21_643,Conserto de aparelho de som de veículo,37,s
auxserv_6_1_21_644,Conserto de aparelho fotográfico,37,s
auxserv_6_1_21_645,Conserto de autorrádio,37,s
auxserv_6_1_21_646,Conserto de extintor,37,s
auxserv_6_1_21_647,Conserto de guarda-chuva,37,s
auxserv_6_1_21_648,Conserto de guarda-sol,37,s
auxserv_6_1_21_649,Conserto de relógio,37,s
auxserv_6_1_21_650,Conserto e manutenção de aparelhos audiovisuais eletroeletrônicos,37,s
auxserv_6_1_21_651,Conserto e manutenção de aparelho auditivo,37,s
auxserv_6_1_21_652,Conserto e manutenção de brinquedos,37,s
auxserv_6_1_21_653,Conserto e manutenção de equipamentos de refrigeração,37,s
auxserv_6_1_21_654,Conserto e manutenção de máquinas de lavar,37,s
auxserv_6_1_21_655,Conserto e reparo de tapete,37,s
auxserv_6_1_21_656,Conserto e reparo de tenda,37,s
auxserv_6_1_21_657,Conserto e reparo de valises e malas,37,s
auxserv_6_1_21_658,Conservação de campo de esporte,37,s
auxserv_6_1_21_659,"Conservação de células, tecidos e organismos vivos em baixas temperaturas [criobiologia]",40,s
auxserv_6_1_21_660,Conservação de obras de arte,37,s
auxserv_6_1_21_661,Conservação de piscina para a prática de esporte,37,s
auxserv_6_1_21_662,Conservação de quadra para a prática de esporte,37,s
auxserv_6_1_21_663,Conservação e manutenção de container,37,s
auxserv_6_1_21_664,Consórcio de bens [serviços financeiros],36,s
auxserv_6_1_21_665,Consórcio funerário,36,s
auxserv_6_1_21_666,Constituição e administração de fundo de investimento [serviços financeiros],36,s
auxserv_6_1_21_667,"Construção de estante para feira, exposição e loja",37,s
auxserv_6_1_21_668,Construção de fábrica,37,s
auxserv_6_1_21_669,Construção de porto,37,s
auxserv_6_1_21_670,Construção de vedação,37,s
auxserv_6_1_21_671,Construção e reparação de obra civil,37,s
auxserv_6_1_21_672,Construção e reparação em colocação de alvenaria,37,s
auxserv_6_1_21_673,Construção e reparação em colocação de calha,37,s
auxserv_6_1_21_674,Construção e reparação em colocação de cerca de arame,37,s
auxserv_6_1_21_675,Construção e reparação em colocação de esquadria,37,s
auxserv_6_1_21_676,Construção e reparação em colocação de piso,37,s
auxserv_6_1_21_677,Construção e reparação em colocação de tela,37,s
auxserv_6_1_21_678,Construção submarina,37,s
auxserv_6_1_21_679,Consulta à lista telefônica por computador,38,s
auxserv_6_1_21_680,Consulta de búzios,45,s
auxserv_6_1_21_681,Consultas médicas [serviços médicos],44,s
auxserv_6_1_21_682,Consultoria em segurança do trabalho,45,s
auxserv_6_1_21_683,"Consultoria referente a implantação, operação, gerenciamento e suporte de redes de telecomunicações e suas 
configurações",38,s
