,Especificação,Classe,Tipo
auxserv_6_1_21_684,Consultoria técnica em coleta [seleção] de materiais,37,s
auxserv_6_1_21_685,Controle ambiental de poluição do ar e sonora,42,s
auxserv_6_1_21_686,Controle de estaqueamento,37,s
auxserv_6_1_21_687,Controle de qualidade de processos/sistemas produtivos,42,s
auxserv_6_1_21_688,Controle de qualidade de produtos,42,s
auxserv_6_1_21_689,Controle de qualidade de serviços,42,s
auxserv_6_1_21_690,Controle de qualidade do alimento,42,s
auxserv_6_1_21_691,Controle de qualidade na indústria,42,s
auxserv_6_1_21_692,Controle de qualidade para laboratório de análise clínica,42,s
auxserv_6_1_21_693,Controle de rodovia,39,s
auxserv_6_1_21_694,Controle de tráfego de veículos,39,s
auxserv_6_1_21_695,Controle e registro de bovinos [gestão comercial],35,s
auxserv_6_1_21_696,Conversão de veículos a gasolina para gás natural,37,s
auxserv_6_1_21_697,Conversão de veículos à gasolina para gás natural,37,s
auxserv_6_1_21_698,Cooperativa de crédito,36,s
auxserv_6_1_21_699,"Copidesque [edição de texto, exceto de publicidade]",41,s
auxserv_6_1_21_700,Correio [entrega de mensagem],39,s
auxserv_6_1_21_701,Correio [transmissão de mensagem],38,s
auxserv_6_1_21_702,Corretagem de frete [despachante de frete],39,s
auxserv_6_1_21_703,Corretagem de seguro financeiro,36,s
auxserv_6_1_21_704,Corretagem de veículos,35,s
auxserv_6_1_21_705,Corte de árvore,44,s
auxserv_6_1_21_706,"Corte de cabelo masculino, feminino e infantil",44,s
auxserv_6_1_21_707,Cotações de bolsa de mercadoria e de futuro,36,s
auxserv_6_1_21_708,Creche,43,s
auxserv_6_1_21_709,Crédito educativo,36,s
auxserv_6_1_21_710,Cria e engorda de gado bovino,44,s
auxserv_6_1_21_711,Criação de gado [serviço agropecuário],44,s
auxserv_6_1_21_712,Criação de homepage,42,s
auxserv_6_1_21_713,Criação de software de computação gráfica,42,s
auxserv_6_1_21_714,Criação e projeto de planta para construção,42,s
auxserv_6_1_21_715,Cromagem dos para-choques de veículo,40,s
auxserv_6_1_21_716,Curso de ciências ocultas,41,s
auxserv_6_1_21_717,Curso de idioma,41,s
auxserv_6_1_21_718,Curso técnico de formação,41,s
auxserv_6_1_21_719,Cursos livres [ensino],41,s
auxserv_6_1_21_720,Custódia de valor,36,s
auxserv_6_1_21_721,Cyber café [aluguel de tempo de acesso a software],42,s
auxserv_6_1_21_722,Cyber café [aluguel de tempo de acesso à internet],38,s
auxserv_6_1_21_723,Cyber café [fornecimento de comida e bebida],43,s
auxserv_6_1_21_724,Datilografia,35,s
auxserv_6_1_21_725,"Decoração de festas, cerimônias e eventos",41,s
auxserv_6_1_21_726,Dedetização,37,s
auxserv_6_1_21_727,Demonstração de capoeira [esporte],41,s
auxserv_6_1_21_728,Depilação,44,s
auxserv_6_1_21_729,Depósito de valores,36,s
auxserv_6_1_21_730,Desconto de título de crédito,36,s
auxserv_6_1_21_731,Desenho artístico,42,s
auxserv_6_1_21_732,"Desenho de arte gráfica, inclusive para homepage",42,s
auxserv_6_1_21_733,Desentupimento e limpeza de cano e tubulação,37,s
auxserv_6_1_21_734,Desenvolvimento de projetos técnicos sobre sistemas agroecológicos,42,s
auxserv_6_1_21_735,Desenvolvimento de projetos técnicos sobre sistemas agroflorestais,42,s
auxserv_6_1_21_736,Desenvolvimento e transferência de embrião animal,44,s
auxserv_6_1_21_737,Desfile de moda com fim publicitário,35,s
auxserv_6_1_21_738,Desfile de moda somente para entretenimento,41,s
auxserv_6_1_21_739,Design de aplicativo de multimídia,42,s
auxserv_6_1_21_740,Design de homepage,42,s
auxserv_6_1_21_741,Desinfecção e limpeza de piscina,37,s
auxserv_6_1_21_742,Desmatamento,44,s
auxserv_6_1_21_743,Despachante aduaneiro [desembaraço e liberação de documento alfandegário],35,s
auxserv_6_1_21_744,Despachante para agilizar documento,35,s
auxserv_6_1_21_745,Diagramação [editoração eletrônica de publicações],41,s
auxserv_6_1_21_746,Digitalização,42,s
auxserv_6_1_21_747,Disc-jóquei,41,s
auxserv_6_1_21_748,Disponibilização de crédito para efetuar chamada telefônica,36,s
auxserv_6_1_21_749,Distribuição de brindes,35,s
auxserv_6_1_21_750,Distribuição de brinquedos para caridade,41,s
auxserv_6_1_21_751,Distribuição de cestas básicas a pessoas carentes,43,s
auxserv_6_1_21_752,Distribuição de mercadorias para terceiros [transporte],39,s
auxserv_6_1_21_753,Distribuição de utensílio para diálise [comércio],35,s
auxserv_6_1_21_754,Dragagem,37,s
auxserv_6_1_21_755,Drogaria [comércio],35,s
auxserv_6_1_21_756,Ducha e banho,44,s
auxserv_6_1_21_757,Edição de texto publicitário,35,s
auxserv_6_1_21_758,"Edição de texto, exceto de publicidade [copidesque]",41,s
auxserv_6_1_21_759,Elaboração de declaração de imposto de renda,35,s
auxserv_6_1_21_760,"Elaboração, implementação, execução e avaliação de políticas sociais",45,s
auxserv_6_1_21_761,Emissão de bônus de valor,36,s
auxserv_6_1_21_762,Emissão de debênture,36,s
auxserv_6_1_21_763,Emissão de documentos e certidões oficiais,35,s
auxserv_6_1_21_764,Emissão e venda de passagens,39,s
auxserv_6_1_21_765,Emissão/validação de certificado digital,42,s
auxserv_6_1_21_766,Empacotamento de mercadorias para fins de transporte,39,s
auxserv_6_1_21_767,Empresário [organização e produção de espetáculos],41,s
auxserv_6_1_21_768,"Empréstimo contra garantia, penhor",36,s
auxserv_6_1_21_769,Encaminhamento de providências e orientação social a indivíduos e grupos,45,s
auxserv_6_1_21_770,Encolhimento de tecido,40,s
auxserv_6_1_21_771,Engenharia biológica,42,s
auxserv_6_1_21_772,Ensaios técnicos para controle de qualidade de processos/sistemas produtivos,42,s
auxserv_6_1_21_773,Ensaios técnicos para controle de qualidade de produtos,42,s
auxserv_6_1_21_774,Ensaios técnicos para controle de qualidade de serviços,42,s
auxserv_6_1_21_775,Ensino de história,41,s
auxserv_6_1_21_776,Ensino de capoeira [esporte],41,s
auxserv_6_1_21_777,Ensino de chorinho [música],41,s
auxserv_6_1_21_778,Ensino de chorinho [prática instrumental],41,s
auxserv_6_1_21_779,Ensino de samba [dança],41,s
auxserv_6_1_21_780,Ensino de samba [música],41,s
auxserv_6_1_21_781,Ensino de samba [prática instrumental],41,s
auxserv_6_1_21_782,Entrega de correspondência,39,s
auxserv_6_1_21_783,Entrega de malote,39,s
auxserv_6_1_21_784,Entrega de mensagens animadas por meio de veículos ou ao vivo,39,s
auxserv_6_1_21_785,Entrega de refeições [delivery],39,s
auxserv_6_1_21_786,Escaneamento,42,s
auxserv_6_1_21_787,Escultor [artista plástico],40,s
auxserv_6_1_21_788,Esterilização de instrumentos cirúrgicos,37,s
auxserv_6_1_21_789,Esterilização de alimento,40,s
auxserv_6_1_21_790,Estética [tratamento da pele e cabelo],44,s
auxserv_6_1_21_791,Estética facial e corporal,44,s
auxserv_6_1_21_792,Estética para animal [toalete animal],44,s
auxserv_6_1_21_793,Estimulação de poço e de controle de areal e água,37,s
auxserv_6_1_21_794,"Estivagem [conjunto de operações destinadas à movimentação de mercadorias de terra para bordo, ou de uma 
embarcação para outra, ou de bordo para terra]",39,s
auxserv_6_1_21_795,Estofador,37,s
auxserv_6_1_21_796,"Estudos e pareceres pertinentes à macro e microeconomia, serviços estes prestados com fins de assessoria na gestão 
de negócios e operação de uma empresa comercial",35,s
auxserv_6_1_21_797,Exame bacteriológico [análise clínica],44,s
auxserv_6_1_21_798,Exame de seqüência genética,44,s
auxserv_6_1_21_799,Expedientes administrativos [auxílio administrativo],35,s
auxserv_6_1_21_800,Exploração submarina [pesquisa],42,s
auxserv_6_1_21_801,Extração de veneno de animal peçonhento,44,s
auxserv_6_1_21_802,Extração florestal,44,s
auxserv_6_1_21_803,Fã clube,41,s
auxserv_6_1_21_804,Farmácia [comércio de produtos farmacêuticos],35,s
auxserv_6_1_21_805,Farmácia de manipulação [manipulação de medicamentos],44,s
auxserv_6_1_21_806,"Ferramentaria [transformação, tratamento ou beneficiamento]",40,s
auxserv_6_1_21_807,"Ferramentaria manual [reparação, montagem e construção]",37,s
auxserv_6_1_21_808,Folheamento a ouro,40,s
auxserv_6_1_21_809,Fornecimento de cestas de café da manhã [serviços de alimentação],43,s
auxserv_6_1_21_810,Fornecimento de mão-de-obra [terceirização],35,s
auxserv_6_1_21_811,"Fornecimento de mecanismos de busca para a obtenção, manutenção e distribuição de dados a partir de um banco de 
dados localizado em uma rede mundial de computadores [se for uma ferramenta de busca]",42,s
auxserv_6_1_21_812,"Fornecimento de mecanismos de busca para a obtenção, manutenção e distribuição de dados a partir de um banco de 
dados localizado em uma rede mundial de computadores [desenvolvimento de um software/website para terceiros]",42,s
auxserv_6_1_21_813,"Fornecimento de mecanismos de busca para a obtenção, manutenção e distribuição de dados a partir de um banco de 
dados localizado em uma rede mundial de computadores [provimento de acesso a um website]",38,s
auxserv_6_1_21_814,Fotocópia [reprodução de documentos],35,s
auxserv_6_1_21_815,Fotogrametria [fotocartografia],42,s
auxserv_6_1_21_816,Fotolito,40,s
auxserv_6_1_21_817,"Franchising [sistema pelo qual empresa detentora de uma marca registrada, processo patenteado de produção ou 
direitos similares concede a outras empresas licença de utilização dessas marcas ou processos, sob certas condições – 
administração de negócios]",35,s
auxserv_6_1_21_818,Franchising referente ao licenciamento de marcas e patentes,45,s
auxserv_6_1_21_819,Frigorífico [armazenagem de produto alimentício],39,s
auxserv_6_1_21_820,Garantia estendida,36,s
auxserv_6_1_21_821,Geodesia [estudo e pesquisa],42,s
auxserv_6_1_21_822,Geografia [estudo e pesquisa],42,s
auxserv_6_1_21_823,Geologia [estudo e pesquisa],42,s
auxserv_6_1_21_824,Geração de energia e capacidade elétrica,40,s
auxserv_6_1_21_825,Gerenciamento de banco de dados,35,s
auxserv_6_1_21_826,Gestão de direitos autorais de obras audiovisuais [serviços jurídicos],45,s
auxserv_6_1_21_827,Gestão de franquia,35,s
auxserv_6_1_21_828,Gestão de risco financeiro,36,s
auxserv_6_1_21_829,Gestão pública/privada,35,s
auxserv_6_1_21_830,"Gravação em vidro, placa e moeda",40,s
auxserv_6_1_21_831,Gravações musicais em VHS/DVD/CD [serviços de estúdio],41,s
auxserv_6_1_21_832,Grupo musical,41,s
auxserv_6_1_21_833,Grupos de autoajuda [terapia em grupo],44,s
auxserv_6_1_21_834,Guarda-móveis [estabelecimento para depósito de móveis],39,s
auxserv_6_1_21_835,"Guarda-volume [sala ou lugar qualquer para, com segurança e por determinado tempo, se depositarem volumes]",39,s
auxserv_6_1_21_836,Guia de turismo,39,s
auxserv_6_1_21_837,"Guias eletrônicos, revistas, jornais e boletins oferecidos ao consumidor online [somente para acesso, sem possibilidade 
de download]",41,s
auxserv_6_1_21_838,Habilitação de celular [serviço de cadastro],35,s
auxserv_6_1_21_839,Habilitação de celular [serviço de telecomunicação],38,s
auxserv_6_1_21_840,Heliografia [estudo do sol] [estudo e pesquisa],42,s
auxserv_6_1_21_841,Heliografia [processo fotográfico],40,s
auxserv_6_1_21_842,Hidrologia [estudo e pesquisa],42,s
auxserv_6_1_21_843,Higiene animal [toalete animal],44,s
auxserv_6_1_21_844,Higrometria para indicação do tempo,42,s
auxserv_6_1_21_845,História [pesquisa e levantamento arqueológico],42,s
auxserv_6_1_21_846,Home-banking,36,s
auxserv_6_1_21_847,Horticultura [serviço agropecuário],44,s
auxserv_6_1_21_848,Hospital para plantas,44,s
auxserv_6_1_21_849,Hotel para animais,43,s
auxserv_6_1_21_850,Hotel para plantas,44,s
auxserv_6_1_21_851,Impermeabilização em obra civil,37,s
auxserv_6_1_21_852,Implantação de programa de controle de qualidade [controle empresarial],35,s
auxserv_6_1_21_853,Implantação de sistema [informática],42,s
auxserv_6_1_21_854,Incorporação de imóvel,36,s
auxserv_6_1_21_855,"Informação sobre crédito de cheques, títulos e outros documentos",36,s
auxserv_6_1_21_856,Informe financeiro relacionado à assessoria econômico-financeira,36,s
auxserv_6_1_21_857,Inseminação animal artificial,44,s
auxserv_6_1_21_858,Inspeção de máquina e material,42,s
auxserv_6_1_21_859,Inspeção de processos/sistemas produtivos para controle de qualidade,42,s
auxserv_6_1_21_860,Inspeção de produtos para controle de qualidade,42,s
auxserv_6_1_21_861,Inspeção de serviços para controle de qualidade,42,s
auxserv_6_1_21_862,Instalação de aparelho de som para veículo,37,s
auxserv_6_1_21_863,Instalação de cabo telefônico,37,s
auxserv_6_1_21_864,"Instalação e conserto de ar condicionado, inclusive de veículo",37,s
auxserv_6_1_21_865,Instalação e conserto de rádio-comunicação,37,s
auxserv_6_1_21_866,Instalação e conserto de telefone,37,s
auxserv_6_1_21_867,Instalação e manutenção de instalações elétricas,37,s
auxserv_6_1_21_868,Instalação e manutenção de instalações hidráulicas,37,s
auxserv_6_1_21_869,Instalação e manutenção de instalações a gás,37,s
auxserv_6_1_21_870,Instalação e reparação de alarme para veículo,37,s
auxserv_6_1_21_871,"Instalação, manutenção e conserto de computador [hardware]",37,s
auxserv_6_1_21_872,"Instalação, manutenção e conserto de aparelhos domésticos a gás",37,s
auxserv_6_1_21_873,"Instalação, manutenção e reparo de estrutura de letreiro e de painel elétrico e eletrônico, inclusive de veículo",37,s
auxserv_6_1_21_874,"Instalação, reparo e manutenção de equipamentos de calefação",37,s
auxserv_6_1_21_875,Intermediação de carga,39,s
auxserv_6_1_21_876,Intermediação na compra e venda de energia e capacidade elétrica,35,s
auxserv_6_1_21_877,Inventário e gerência de estoque,35,s
auxserv_6_1_21_878,Investigação de paternidade [exame],44,s
auxserv_6_1_21_879,Ioga e iogaterapia [terapias alternativas para saúde física e mental],44,s
auxserv_6_1_21_880,"Ioga e iogaterapia, sendo atividades desenvolvidas em academias de ginástica",41,s
auxserv_6_1_21_881,"Irrigação [rega artificial da terra por meio de canais, canos e levadas]",44,s
auxserv_6_1_21_882,Jateamento de areia em vidro,40,s
auxserv_6_1_21_883,Jornalismo [reportagens],41,s
auxserv_6_1_21_884,Laboratório de análise clínica,44,s
auxserv_6_1_21_885,Lapidação de pedra,40,s
auxserv_6_1_21_886,Laqueação de madeira,40,s
auxserv_6_1_21_887,Lavagem a vapor,37,s
auxserv_6_1_21_888,Leasing [financiamento] de veículos,36,s
auxserv_6_1_21_889,Leasing de espaço na internet,38,s
auxserv_6_1_21_890,Leasing de imóveis,36,s
auxserv_6_1_21_891,Leitura de carta cigana,45,s
auxserv_6_1_21_892,Leitura de runas,45,s
auxserv_6_1_21_893,Leitura de tarô,45,s
auxserv_6_1_21_894,Levantamento mercadológico,35,s
auxserv_6_1_21_895,Licenciamento de direitos autorais [serviços jurídicos],45,s
auxserv_6_1_21_896,Licenciamento ou cessão de direito de uso de programas de computação,45,s
auxserv_6_1_21_897,"Licenciamento, compra e venda, leasing de marcas e patentes [intermediação de negócios comerciais]",35,s
auxserv_6_1_21_898,"Limpeza, reparo, e manutenção de rede de esgoto",37,s
auxserv_6_1_21_899,Linotipia,40,s
auxserv_6_1_21_900,Liquidação de sinistro,36,s
auxserv_6_1_21_901,Litografia,40,s
auxserv_6_1_21_902,Locutor de eventos,41,s
auxserv_6_1_21_903,Logística de distribuição para terceiros [armazenagem e transporte],39,s
auxserv_6_1_21_904,Loteamento imobiliário,36,s
auxserv_6_1_21_905,Lustrador de artigo de madeira e do mobiliário [manutenção],37,s
auxserv_6_1_21_906,Manicure e pedicure,44,s
auxserv_6_1_21_907,Manipulação de fórmulas medicinais,44,s
auxserv_6_1_21_908,"Manutenção de balão, míssil e aeronave para fim meteorológico",37,s
auxserv_6_1_21_909,Manutenção de plantas [cultura de plantas],44,s
auxserv_6_1_21_910,"Maquete [construção de protótipos, maquetes e miniaturas para projetos arquitetônicos, empreendimentos imobiliários, 
de acordo com projeto]",37,s
auxserv_6_1_21_911,Maquete eletrônica,42,s
auxserv_6_1_21_912,Medição de energia elétrica,42,s
auxserv_6_1_21_913,Medição e análise de solo,42,s
auxserv_6_1_21_914,Medição e verificação de emissões de dióxido de carbono e outros gases estufas,42,s
auxserv_6_1_21_915,Medicina chinesa e ayurvédica,44,s
auxserv_6_1_21_916,Monitoramento e rastreamento de veículos e cargas [serviços de segurança],45,s
auxserv_6_1_21_917,Montagem de estruturas metálicas para eventos,37,s
auxserv_6_1_21_918,Montepio,36,s
auxserv_6_1_21_919,Museologia [pesquisa e estudo],42,s
auxserv_6_1_21_920,Oceanografia,42,s
auxserv_6_1_21_921,Odontologia [cirurgião-dentista],44,s
auxserv_6_1_21_922,Operação de aeroportos [transporte],39,s
auxserv_6_1_21_923,Operação de estacionamento,39,s
auxserv_6_1_21_924,Operação de portos [transporte],39,s
auxserv_6_1_21_925,Operação de rodovias [transporte],39,s
auxserv_6_1_21_926,Orçamento [avaliação financeira],36,s
auxserv_6_1_21_927,"Organização de evento esportivo, a saber, torneio de capoeira",41,s
auxserv_6_1_21_928,Organização de eventos para fins publicitários e/ou comerciais,35,s
auxserv_6_1_21_929,Organização de grupos de apoio,45,s
auxserv_6_1_21_930,Organização de programas de intercâmbio cultural e educativo,41,s
auxserv_6_1_21_931,Organização doméstica [coordenação e planejamento na organização de espaços residenciais],45,s
auxserv_6_1_21_932,Organização e administração de empresa,35,s
auxserv_6_1_21_933,Orientação nutricional,44,s
auxserv_6_1_21_934,Orientação nutricional para alimentação natural e macrobiótica [serviços de saúde],44,s
auxserv_6_1_21_935,Orientação psicológica,44,s
auxserv_6_1_21_936,Ouvidoria,35,s
auxserv_6_1_21_937,"Padaria [comércio de pães, sem vistas ao consumo no local]",35,s
auxserv_6_1_21_938,Padaria [comércio de laticínios; sem vistas ao consumo no local],35,s
auxserv_6_1_21_939,"Padaria [comércio de carnes frias pré-cozidas, curadas ou defumadas; sem vistas ao consumo no local]",35,s
auxserv_6_1_21_940,Padaria [comércio de biscoitos; sem vistas ao consumo no local],35,s
auxserv_6_1_21_941,Padaria [comércio de bolos; sem vistas ao consumo no local],35,s
auxserv_6_1_21_942,Padaria [comércio de tortas; sem vistas ao consumo no local],35,s
auxserv_6_1_21_943,Padaria [comércio de doces; sem vistas ao consumo no local],35,s
auxserv_6_1_21_944,Padaria [comércio de salgados; sem vistas ao consumo no local],35,s
auxserv_6_1_21_945,Padaria [comércio de café moído; sem vistas ao consumo no local],35,s
auxserv_6_1_21_946,Padaria [comércio de preparações para fazer bebidas à base de chás; sem vistas ao consumo no local],35,s
auxserv_6_1_21_947,Padaria [comércio de bebidas não alcoólicas; sem vistas ao consumo no local],35,s
auxserv_6_1_21_948,Padaria [fornecimento de comidas e bebidas para consumo imediato],43,s
auxserv_6_1_21_949,Paleontologia [pesquisa e estudo],42,s
auxserv_6_1_21_950,Parque de diversão,41,s
auxserv_6_1_21_951,Participação em outras sociedades,36,s
auxserv_6_1_21_952,Pavimentação de estrada,37,s
auxserv_6_1_21_953,Pecúlio,36,s
auxserv_6_1_21_954,Pedágio,39,s
auxserv_6_1_21_955,Perfuração do solo,37,s
auxserv_6_1_21_956,Perícia contábil,35,s
auxserv_6_1_21_957,Perícia legista,44,s
auxserv_6_1_21_958,Perícia médica,44,s
auxserv_6_1_21_959,Perícia médica/Perito médico-legista,44,s
auxserv_6_1_21_960,Perícia na área sanitária,44,s
auxserv_6_1_21_961,Perícia odontológica/Perito odonto-legista,44,s
auxserv_6_1_21_962,Perícia técnica na área contábil,35,s
auxserv_6_1_21_963,Perícia técnica na área de administração,35,s
auxserv_6_1_21_964,Perícia técnica na área de arquitetura,42,s
auxserv_6_1_21_965,Perícia técnica na área de biologia,42,s
auxserv_6_1_21_966,Perícia técnica na área de computação e informática,42,s
auxserv_6_1_21_967,Perícia técnica na área de economia,36,s
auxserv_6_1_21_968,Perícia técnica na área de engenharia,42,s
auxserv_6_1_21_969,Perícia técnica na área de farmácia,44,s
auxserv_6_1_21_970,Perícia técnica na área de física,42,s
auxserv_6_1_21_971,Perícia técnica na área de fisioterapia,44,s
auxserv_6_1_21_972,Perícia técnica na área de fonoaudiologia,44,s
auxserv_6_1_21_973,Perícia técnica na área de geologia,42,s
auxserv_6_1_21_974,Perícia técnica na área de matemática,42,s
auxserv_6_1_21_975,Perícia técnica na área financeira,36,s
auxserv_6_1_21_976,Perícia técnica na área química,42,s
auxserv_6_1_21_977,Pesagem de mercadoria,39,s
auxserv_6_1_21_978,Pesquisa científica sobre assuntos de natureza paranormal,42,s
auxserv_6_1_21_979,Pesquisa de bens minerais,42,s
auxserv_6_1_21_980,Pesquisa de mercado,35,s
auxserv_6_1_21_981,"Pesquisa no campo da ciência e tecnologia sobre a existência de vida inteligente no universo, astronomia e ciências 
planetárias",42,s
auxserv_6_1_21_982,Pesquisas agropecuárias,42,s
auxserv_6_1_21_983,Pesquisas navais,42,s
auxserv_6_1_21_984,Pesquisa sobre sistemas agroecológicos,42,s
auxserv_6_1_21_985,Pesquisa sobre sistemas agroflorestais,42,s
auxserv_6_1_21_986,Pintor [artista plástico],42,s
auxserv_6_1_21_987,Pintura à mão em tecido,42,s
auxserv_6_1_21_988,Pintura artística,42,s
auxserv_6_1_21_989,Piscicultura,44,s
auxserv_6_1_21_990,"Planejamento, confecção, manutenção e atualização de páginas eletrônicas",42,s
auxserv_6_1_21_991,Planimetria [levantamento topográfico],42,s
auxserv_6_1_21_992,"Plano de assistência técnica automotiva, venda e administração",36,s
auxserv_6_1_21_993,"Plano de saúde, venda e administração",36,s
auxserv_6_1_21_994,"Plano funerário, venda e administração",36,s
auxserv_6_1_21_995,Plastificação,40,s
auxserv_6_1_21_996,Plotagem,40,s
auxserv_6_1_21_997,Pluviometria ou udometria,42,s
auxserv_6_1_21_998,Porteiro,45,s
auxserv_6_1_21_999,Prática de capoeira [esporte],41,s
auxserv_6_1_21_1000,Prática de chorinho [música],41,s
auxserv_6_1_21_1001,Prática de chorinho [prática instrumental],41,s
auxserv_6_1_21_1002,Prática de grupo carnavalesco,41,s
auxserv_6_1_21_1003,Prática de samba [dança],41,s
auxserv_6_1_21_1004,Prática de samba [música],41,s
auxserv_6_1_21_1005,Prática de samba [prática instrumental],41,s
auxserv_6_1_21_1006,Preparação de terra,44,s
auxserv_6_1_21_1007,Processamento e compressão de gás,40,s
auxserv_6_1_21_1008,"Produção de coberturas reprodutivas, reprodutores, matrizes, embriões, de sêmen, produtos genéticos e de reprodução 
de gado bovino e produtos agropecuários",44,s
auxserv_6_1_21_1009,Programa de qualidade total [gestão empresarial],35,s
auxserv_6_1_21_1010,Programação visual,42,s
auxserv_6_1_21_1011,Programas de cartão de pontuação [tipo programa de milhagem/fidelidade],35,s
auxserv_6_1_21_1012,Projeto de arquitetura,42,s
auxserv_6_1_21_1013,Projeto de decoração,42,s
auxserv_6_1_21_1014,Projeto de distribuição de água,42,s
auxserv_6_1_21_1015,Projeto de distribuição de energia elétrica,42,s
auxserv_6_1_21_1016,Projeto de engenharia aeronáutica,42,s
auxserv_6_1_21_1017,Projeto de engenharia agrícola,42,s
auxserv_6_1_21_1018,Projeto de engenharia agronômica,42,s
auxserv_6_1_21_1019,Projeto de engenharia civil,42,s
auxserv_6_1_21_1020,Projeto de engenharia da computação,42,s
auxserv_6_1_21_1021,Projeto de engenharia de alimento,42,s
auxserv_6_1_21_1022,Projeto de engenharia de automóvel,42,s
auxserv_6_1_21_1023,Projeto de engenharia de controle de qualidade,42,s
auxserv_6_1_21_1024,Projeto de engenharia de material,42,s
auxserv_6_1_21_1025,Projeto de engenharia de mina,42,s
auxserv_6_1_21_1026,Projeto de engenharia de pesca,42,s
auxserv_6_1_21_1027,Projeto de engenharia de produção,42,s
auxserv_6_1_21_1028,Projeto de engenharia de qualquer natureza,42,s
auxserv_6_1_21_1029,Projeto de engenharia de segurança do trabalho,42,s
auxserv_6_1_21_1030,Projeto de engenharia de tráfego,42,s
auxserv_6_1_21_1031,Projeto de engenharia elétrica,42,s
auxserv_6_1_21_1032,Projeto de engenharia eletrônica,42,s
auxserv_6_1_21_1033,Projeto de engenharia florestal,42,s
auxserv_6_1_21_1034,Projeto de engenharia genética,42,s
auxserv_6_1_21_1035,Projeto de engenharia industrial,42,s
auxserv_6_1_21_1036,Projeto de engenharia mecânica,42,s
auxserv_6_1_21_1037,Projeto de engenharia metalúrgica,42,s
auxserv_6_1_21_1038,Projeto de engenharia naval,42,s
auxserv_6_1_21_1039,Projeto de engenharia nuclear,42,s
auxserv_6_1_21_1040,Projeto de engenharia oceânica,42,s
auxserv_6_1_21_1041,Projeto de engenharia química,42,s
auxserv_6_1_21_1042,Projeto de engenharia sanitarista,42,s
auxserv_6_1_21_1043,Projeto de engenharia têxtil,42,s
auxserv_6_1_21_1044,Projeto de geração de energia elétrica,42,s
auxserv_6_1_21_1045,Projeto de química,42,s
auxserv_6_1_21_1046,Projeto de sistema de computador,42,s
auxserv_6_1_21_1047,Projeto de tubulação,42,s
auxserv_6_1_21_1048,Projeto e cálculo,42,s
auxserv_6_1_21_1049,Projeto industrial,42,s
auxserv_6_1_21_1050,Projeto na área de segurança do trabalho,42,s
auxserv_6_1_21_1051,Projetos de automação industrial,42,s
auxserv_6_1_21_1052,Promoção de venda para terceiros [publicidade],35,s
auxserv_6_1_21_1053,Promotor de eventos [se artísticos/culturais],41,s
auxserv_6_1_21_1054,Promotor de eventos [se comerciais],35,s
auxserv_6_1_21_1055,Proteção ao crédito,36,s
auxserv_6_1_21_1056,Protético [serviço técnico de odontologia],40,s
auxserv_6_1_21_1057,Provedor de acesso [telecomunicação],38,s
auxserv_6_1_21_1058,Provimento de acesso a lojas eletrônicas [telecomunicação],38,s
auxserv_6_1_21_1059,Provimento de assinaturas digitais [segurança informática],45,s
auxserv_6_1_21_1060,Provimento de assinaturas eletrônicas [autenticação de dados],42,s
auxserv_6_1_21_1061,"Provimento de website a disponibilizar foto, áudio e vídeo, não baixável [serviço de entretenimento]",41,s
auxserv_6_1_21_1062,Psicologia animal,44,s
auxserv_6_1_21_1063,"Psicometria [medida da duração e da intensidade de processos mentais, por meio de métodos padronizados]",44,s
auxserv_6_1_21_1064,Psicopedologia [estudo da atividade psíquica infantil],44,s
auxserv_6_1_21_1065,Psicoterapia,44,s
auxserv_6_1_21_1066,"Psicroterapia [terapia que se vale do frio, empregando-o de modos diversos]",44,s
auxserv_6_1_21_1067,Psiquiatria,44,s
auxserv_6_1_21_1068,Publicidade por qualquer meio,35,s
auxserv_6_1_21_1069,Pulverização [agropecuária],44,s
auxserv_6_1_21_1070,"Quiroprática [sistema terapêutico que, partindo do pressuposto de que as doenças resultam de disfunção nervosa, 
procuram corrigi-las por manipulação, e por outros cuidados, de estruturas; quiropraxia]",44,s
auxserv_6_1_21_1071,Radioastronomia,38,s
auxserv_6_1_21_1072,Rádio-chamada,38,s
auxserv_6_1_21_1073,Radiocomunicação,38,s
auxserv_6_1_21_1074,Radiocomunicação terrestre ou espacial,38,s
auxserv_6_1_21_1075,"Radiodeterminação [determinação, mediante o emprego de ondas radioelétricas, da posição de um móvel ou da direção 
ou distância em que este se encontra em relação a um ou dois pontos conhecidos]",38,s
auxserv_6_1_21_1076,Radiofonia,38,s
auxserv_6_1_21_1077,Radiolocalização,38,s
auxserv_6_1_21_1078,Radionavegação,38,s
auxserv_6_1_21_1079,Radiossonda [transmissão de dados meteorológicos],38,s
auxserv_6_1_21_1080,Ranário [criação de rã],44,s
auxserv_6_1_21_1081,Rastreabilidade de processos/sistemas produtivos [controle de qualidade],42,s
auxserv_6_1_21_1082,Rastreabilidade de produtos [controle de qualidade],42,s
auxserv_6_1_21_1083,Rastreabilidade de serviços [controle de qualidade],42,s
auxserv_6_1_21_1084,Rastreamento de bovinos [radiolocalização],38,s
auxserv_6_1_21_1085,"Reabilitações físicas, mentais e emocionais [serviços médicos]",44,s
auxserv_6_1_21_1086,Realização de testes e medições para controle de qualidade de processos/sistemas produtivos,42,s
