,Especificação,Classe,Tipo
auxprod6_1_21_907,Cátodo para solda,9,p
auxprod6_1_21_908,Catraca eletrônica para controle de ponto,9,p
auxprod6_1_21_909,Cavaca [lenha para fogo],4,p
auxprod6_1_21_910,Cavadeira [máquina],7,p
auxprod6_1_21_911,Cavalete ou suporte não metálico desmontável para banheira,19,p
auxprod6_1_21_912,Cavalete para salto [artigo para a prática de esportes],28,p
auxprod6_1_21_913,Cavalete para timbale [tambor],15,p
auxprod6_1_21_914,Cavalinha para infusão não medicinal,30,p
auxprod6_1_21_915,Cavalinho de brinquedo,28,p
auxprod6_1_21_916,Cavalo mecânico para diversão,28,p
auxprod6_1_21_917,Cavalo mecânico para projetor,9,p
auxprod6_1_21_918,Cavanhaque artificial,26,p
auxprod6_1_21_919,Cavaquinho [instrumento musical],15,p
auxprod6_1_21_920,CD-ROM [disco],9,p
auxprod6_1_21_921,CD-ROM [drive],9,p
auxprod6_1_21_922,Céltio [metal],6,p
auxprod6_1_21_923,Célula fotoelétrica,9,p
auxprod6_1_21_924,Célula para obtenção de energia elétrica a partir de fonte radioativa,11,p
auxprod6_1_21_925,Celulóide,1,p
auxprod6_1_21_926,Celulose para acabamento de tecido,1,p
auxprod6_1_21_927,Cenoura em conserva,29,p
auxprod6_1_21_928,Cenoura fresca,31,p
auxprod6_1_21_929,Centelhador de proteção [eletricidade],9,p
auxprod6_1_21_930,Centelhador ou dispositivo de ignição [parte de máquina],7,p
auxprod6_1_21_931,Central telefônica,9,p
auxprod6_1_21_932,"Centrífuga industrial, parte, componente ou acessório",7,p
auxprod6_1_21_933,Centro de mesa,24,p
auxprod6_1_21_934,Cepo de cozinha,20,p
auxprod6_1_21_935,Cepo para cortar carne,20,p
auxprod6_1_21_936,Cera de carnaúba [cera para polir],3,p
auxprod6_1_21_937,"Cera em líquido ou em pasta, inclusive para carroceria de veículo",3,p
auxprod6_1_21_938,Cera para lustrar,3,p
auxprod6_1_21_939,"Cera para polimento, brilho e conservação de carroceria de veículo",3,p
auxprod6_1_21_940,Cera para uso em equipamento esportivo,28,p
auxprod6_1_21_941,Cera plástica para preservar e embalar queijo [parafina],1,p
auxprod6_1_21_942,Cereal para animal,31,p
auxprod6_1_21_943,Cereja fresca,31,p
auxprod6_1_21_944,Ceroula,25,p
auxprod6_1_21_945,Cesta de basquete,28,p
auxprod6_1_21_946,Cesta de café da manhã [vazia],21,p
auxprod6_1_21_947,Cesta de Natal [vazia],21,p
auxprod6_1_21_948,Cesta de vime para pão,21,p
auxprod6_1_21_949,Cesta de vime para transportar peixe,21,p
auxprod6_1_21_950,Cesta para correspondência,21,p
auxprod6_1_21_951,Cesta para transportar garrafa,21,p
auxprod6_1_21_952,Cesta para transporte de mercadoria para uso doméstico,21,p
auxprod6_1_21_953,Cetim [tecido],24,p
auxprod6_1_21_954,Cevada em estado bruto,31,p
auxprod6_1_21_955,Chá de erva medicinal,5,p
auxprod6_1_21_956,Chá de flor,30,p
auxprod6_1_21_957,Chá de fruta,30,p
auxprod6_1_21_958,Chaminé metálica,6,p
auxprod6_1_21_959,Chaminé metálica para coifas,6,p
auxprod6_1_21_960,Chapa acrílica,17,p
auxprod6_1_21_961,Chapa antiderrapante [tapetes],27,p
auxprod6_1_21_962,Chapa de alumínio,6,p
auxprod6_1_21_963,Chapa metálica,6,p
auxprod6_1_21_964,Chapa modelo [metálica],6,p
auxprod6_1_21_965,Chapa ou lamina de plástico,17,p
auxprod6_1_21_966,Chapa ou placa de borracha sintética,17,p
auxprod6_1_21_967,Chapeleira [mobiliário],20,p
auxprod6_1_21_968,Chapeleira [para transporte de chapéu],18,p
auxprod6_1_21_969,Chapéus de festa em papel,28,p
auxprod6_1_21_970,Charão,2,p
auxprod6_1_21_971,Charque ou carne seca,29,p
auxprod6_1_21_972,Charrua [arado],7,p
auxprod6_1_21_973,Chassi fotográfico,9,p
auxprod6_1_21_974,Chave de encaixe,8,p
auxprod6_1_21_975,Chave elétrica,9,p
auxprod6_1_21_976,Chave metálica para veículo,8,p
auxprod6_1_21_977,Chave para broca,8,p
auxprod6_1_21_978,Chave para dar corda,8,p
auxprod6_1_21_979,Chave para porca ou parafuso,8,p
auxprod6_1_21_980,Chave para porta,6,p
auxprod6_1_21_981,"Chaveiro [artigo de couro, tipo carteira]",18,p
auxprod6_1_21_982,"Chaveiro [porta-chave, parte do mobiliário]",20,p
auxprod6_1_21_983,Chaveiros para uso pessoal [exceto tipo carteira],14,p
auxprod6_1_21_984,Chinelo [vestuário comum],25,p
auxprod6_1_21_985,Chispe [pé de porco],29,p
auxprod6_1_21_986,Chocadeira,7,p
auxprod6_1_21_987,Chocalho [instrumento musical],15,p
auxprod6_1_21_988,"Chocolate em pó  [para uso na culinária, exceto para fabricação de bebidas]",30,p
auxprod6_1_21_989,Chouriço,29,p
auxprod6_1_21_990,Chuchu [fresco],31,p
auxprod6_1_21_991,Churrasqueiras [panelas],21,p
auxprod6_1_21_992,Churrasqueiras elétrica e não elétricas,11,p
auxprod6_1_21_993,Churros [doce],30,p
auxprod6_1_21_994,Ciclômetro,9,p
auxprod6_1_21_995,Cidra [fruto da cidreira] fresca,31,p
auxprod6_1_21_996,Cidreira-brasileira [lípia] para infusão não medicinal,30,p
auxprod6_1_21_997,Cilhas,18,p
auxprod6_1_21_998,Cilindro para gás,20,p
auxprod6_1_21_999,Címbalo [antigo instrumento de corda],15,p
auxprod6_1_21_1000,Cimento armado,19,p
auxprod6_1_21_1001,Cimento de Pouzzolane,19,p
auxprod6_1_21_1002,Cinescópio [tipo de válvula em que se forma a imagem no receptor de TV],9,p
auxprod6_1_21_1003,Cinta corretiva,10,p
auxprod6_1_21_1004,Cinta para menstruação,25,p
auxprod6_1_21_1005,Cinto de tração pélvica,10,p
auxprod6_1_21_1006,Cinto para cartucho,13,p
auxprod6_1_21_1007,Cinto para cartucho de brinquedo,28,p
auxprod6_1_21_1008,Cinto para exercício,28,p
auxprod6_1_21_1009,Cinzeiro de fornalha,11,p
auxprod6_1_21_1010,Circuito decodificador de cor de equipamento transmissor de TV,9,p
auxprod6_1_21_1011,Cisalha de metal,6,p
auxprod6_1_21_1012,Citrato,1,p
auxprod6_1_21_1013,Citrino,14,p
auxprod6_1_21_1014,Classificador [artigo de escritório],16,p
auxprod6_1_21_1015,Claviculário,20,p
auxprod6_1_21_1016,Clavina para tiro ao alvo,13,p
auxprod6_1_21_1017,Clepsidra [relógio de água],14,p
auxprod6_1_21_1018,Clichê de borracha para tipografia,16,p
auxprod6_1_21_1019,Clichê plástico para tipografia,16,p
auxprod6_1_21_1020,Clichê termoplástico para tipografia,16,p
auxprod6_1_21_1021,Clipes de mangueira [partes de veículos],12,p
auxprod6_1_21_1022,Clister para uso humano,5,p
auxprod6_1_21_1023,Clister para uso veterinário,5,p
auxprod6_1_21_1024,"Cloreto de cálcio para indústria, inclusive para tratamento de água",1,p
auxprod6_1_21_1025,Clorofibra [fibra têxtil],22,p
auxprod6_1_21_1026,Coador [filtro] de papel,16,p
auxprod6_1_21_1027,"Coador, exceto de papel",21,p
auxprod6_1_21_1028,Coagulante,5,p
auxprod6_1_21_1029,Coagulante ácido para leite,1,p
auxprod6_1_21_1030,Coalhada,29,p
auxprod6_1_21_1031,Coalho de queijo,29,p
auxprod6_1_21_1032,Cobertor de emergência,9,p
auxprod6_1_21_1033,Cobertura de mesa [toalha],24,p
auxprod6_1_21_1034,Cobertura descartável para calçado,25,p
auxprod6_1_21_1035,Cobertura para animal,18,p
auxprod6_1_21_1036,Cobertura para bidê,24,p
auxprod6_1_21_1037,Cobertura para carrinho de bebê,12,p
auxprod6_1_21_1038,Cobertura para parede e assoalho,19,p
auxprod6_1_21_1039,Cobertura para veículo,12,p
auxprod6_1_21_1040,Cocada [doce],30,p
auxprod6_1_21_1041,Cochinilha [tecido colorido],24,p
auxprod6_1_21_1042,Coco ralado,29,p
auxprod6_1_21_1043,Codorna,29,p
auxprod6_1_21_1044,Coentro,31,p
auxprod6_1_21_1045,Cofrinho não metálico [enfeite],21,p
auxprod6_1_21_1046,Coifa metálica não elétrica para fogão [estrutura metálica],6,p
auxprod6_1_21_1047,Coifa depuradora de ar para fogão [depurador],11,p
auxprod6_1_21_1048,Cola de madeira,1,p
auxprod6_1_21_1049,Cola para papel de parede,1,p
auxprod6_1_21_1050,Cola para unha artificial,3,p
auxprod6_1_21_1051,Cola para vinho [substância química],1,p
auxprod6_1_21_1052,Colagogo ou colerético,5,p
auxprod6_1_21_1053,Colar cervical,10,p
auxprod6_1_21_1054,Colar magnético uso medicinal,5,p
auxprod6_1_21_1055,Colar para cavalo,18,p
auxprod6_1_21_1056,Colar plúmbico para exames radiológicos,10,p
auxprod6_1_21_1057,Colchão elétrico,11,p
auxprod6_1_21_1058,Colchão magnetizado ortopédico e medicinal,10,p
auxprod6_1_21_1059,Colchão não elétrico,20,p
auxprod6_1_21_1060,Colchão para piscina,28,p
auxprod6_1_21_1061,Colchão para uso medicinal,10,p
auxprod6_1_21_1062,Colchete cirúrgico [agrave],10,p
auxprod6_1_21_1063,Colchonete para musculação,28,p
auxprod6_1_21_1064,Coldre,13,p
auxprod6_1_21_1065,Colete para esgrima,28,p
auxprod6_1_21_1066,Coletor de detritos de estrutura metálica,6,p
auxprod6_1_21_1067,Coletor de escape de veículos [peça acessória de motores],7,p
auxprod6_1_21_1068,Coletor de sangue semiautomático,10,p
auxprod6_1_21_1069,Colhedeira agrícola [colheitadeira ou colhedora],7,p
auxprod6_1_21_1070,"Colheres, garfos, escumadeiras, conchas [utensílios de cozinha], exceto parte de 
faqueiro",21,p
auxprod6_1_21_1071,"Colheres, garfos, escumadeiras, conchas [utensílios de cozinha], parte de faqueiro",8,p
auxprod6_1_21_1072,Colorau [v.d. urucum] [condimento],30,p
auxprod6_1_21_1073,Coluna [mobiliário],20,p
auxprod6_1_21_1074,Comando de veículo,12,p
auxprod6_1_21_1075,Combustível à base de bagaço de cana [etanol],4,p
auxprod6_1_21_1076,Combustível à base de óleo de dendê [palma] [biodiesel],4,p
auxprod6_1_21_1077,Combustível à base de óleo de semente de mamona [biodiesel],4,p
auxprod6_1_21_1078,Combustível à base de óleo de soja [biodiesel],4,p
auxprod6_1_21_1079,Comedouros eletrônicos para animais,21,p
auxprod6_1_21_1080,Cominho,30,p
auxprod6_1_21_1081,Cominho-armênio alcaravia,30,p
auxprod6_1_21_1082,Compilação de obra literária,16,p
auxprod6_1_21_1083,Complemento/suplemento alimentar composto por cereais [não medicinal],5,p
auxprod6_1_21_1084,Complemento/suplemento alimentar para uso medicinal,5,p
auxprod6_1_21_1085,Complemento/suplemento alimentar para uso terapêutico ou dietético,5,p
auxprod6_1_21_1086,Complexo de cálcio para uso na indústria,1,p
auxprod6_1_21_1087,Composição de aminoácido para tratamento de desnutrição ou deficiência proteica,5,p
auxprod6_1_21_1088,Composto fluorado para higiene bucal,3,p
auxprod6_1_21_1089,Composto orgânico destinado à adubação,1,p
auxprod6_1_21_1090,Composto organometálico,1,p
auxprod6_1_21_1091,Composto químico argiloso para extinguir incêndio,1,p
auxprod6_1_21_1092,Compoteira,21,p
auxprod6_1_21_1093,Compressor para aparelho eletrodoméstico,7,p
auxprod6_1_21_1094,Compressor para refrigeração de uso doméstico,7,p
auxprod6_1_21_1095,Compressor para refrigeração de uso industrial,7,p
auxprod6_1_21_1096,Compressor parte de máquina e veículo,7,p
auxprod6_1_21_1097,Computador de bordo para veículo,9,p
auxprod6_1_21_1098,Conca [jogo],28,p
auxprod6_1_21_1099,Concha de crustáceo,20,p
auxprod6_1_21_1100,Concreto armado,19,p
auxprod6_1_21_1101,Condensador [parte de máquina],7,p
auxprod6_1_21_1102,Condensador de vapor [industrial],7,p
auxprod6_1_21_1103,Condicionador [cosmético],3,p
auxprod6_1_21_1104,Condicionador para uso em animal,3,p
auxprod6_1_21_1105,Conduto acústico,9,p
auxprod6_1_21_1106,Condutor descartável para a mulher urinar de pé,16,p
auxprod6_1_21_1107,Conexão para máquina industrial,7,p
auxprod6_1_21_1108,Conjunto para bloqueio de pressurização [junta para máquinas],7,p
auxprod6_1_21_1109,Conjunto para mantimento,21,p
auxprod6_1_21_1110,Conservantes antimicrobianos,1,p
auxprod6_1_21_1111,Console,20,p
auxprod6_1_21_1112,Contas de madeira para bijuteria,14,p
auxprod6_1_21_1113,Contas de ouro para joia,14,p
auxprod6_1_21_1114,Controle de válvula hidráulica,11,p
auxprod6_1_21_1115,Conversor catalítico para automóveis [parte de escapamento],7,p
auxprod6_1_21_1116,"Conversor catalítico, exceto para automóvel",7,p
auxprod6_1_21_1117,Copo para freio [balancim],7,p
auxprod6_1_21_1118,Coral em bruto,20,p
auxprod6_1_21_1119,Coral para manufatura de joia,14,p
auxprod6_1_21_1120,Corante para alimentos de uso caseiro,2,p
auxprod6_1_21_1121,Corante para lixívia,3,p
auxprod6_1_21_1122,Corante para pintura,2,p
auxprod6_1_21_1123,Corante para ração,2,p
auxprod6_1_21_1124,Corbelha de flor artificial,26,p
auxprod6_1_21_1125,Corbelha de flor natural,31,p
auxprod6_1_21_1126,Corda de escalada,22,p
auxprod6_1_21_1127,Corda de polietileno,22,p
auxprod6_1_21_1128,Corda de pular,28,p
auxprod6_1_21_1129,Corda de relógio [mola],14,p
auxprod6_1_21_1130,Corda de montanhismo,22,p
auxprod6_1_21_1131,Corda para carpete,22,p
auxprod6_1_21_1132,Corda para persiana,22,p
auxprod6_1_21_1133,Corda para varal,22,p
auxprod6_1_21_1134,Cordame,22,p
auxprod6_1_21_1135,Cordão para limpeza de cachimbo,34,p
auxprod6_1_21_1136,Corneta para caça,9,p
auxprod6_1_21_1137,Corneta para caça [brinquedo],28,p
auxprod6_1_21_1138,Coroa para máquina,7,p
auxprod6_1_21_1139,Correia [selaria],18,p
auxprod6_1_21_1140,Correia abrasiva [cinta lixa] para lixadeiras elétricas de bancada,7,p
auxprod6_1_21_1141,"Correia abrasiva [cinta lixa] para lixadeiras elétricas manuais, com propulsão 
muscular",8,p
auxprod6_1_21_1142,Correia de transmissão para veículo,12,p
auxprod6_1_21_1143,Corrente de animal em metal,6,p
auxprod6_1_21_1144,Corrente para veículo,12,p
auxprod6_1_21_1145,Corretor de visão,9,p
auxprod6_1_21_1146,Corrugado de metal,6,p
auxprod6_1_21_1147,Corta-vidro [ferramenta],8,p
auxprod6_1_21_1148,Cortadeira de papel [máquina],7,p
auxprod6_1_21_1149,Cortadeira para fotografia [máquina],7,p
auxprod6_1_21_1150,Cortador [material de escritório],16,p
auxprod6_1_21_1151,Cortador de fotografias [ferramentas manuais],8,p
auxprod6_1_21_1152,Cortador de grama movido a eletricidade ou a bateria de uso doméstico,7,p
auxprod6_1_21_1153,"Cortador de papel, não elétrico [material de escritório mecânico]",16,p
auxprod6_1_21_1154,Cortador de propulsão muscular para uso doméstico,8,p
auxprod6_1_21_1155,Cortiça para estofamento,22,p
auxprod6_1_21_1156,Cortiça para isolamento,17,p
auxprod6_1_21_1157,Cortiça para revestimento de parede [para isolamento],17,p
auxprod6_1_21_1158,Cortina de aço,6,p
auxprod6_1_21_1159,Cortina de madeira,20,p
auxprod6_1_21_1160,Cortina de metal,6,p
auxprod6_1_21_1161,Cortina de papel,16,p
auxprod6_1_21_1162,Cortinado,24,p
auxprod6_1_21_1163,Cosmético à base de algas,3,p
auxprod6_1_21_1164,Costela,29,p
auxprod6_1_21_1165,Costelinha,29,p
auxprod6_1_21_1166,Coturno,25,p
auxprod6_1_21_1167,Couro vegetal,18,p
auxprod6_1_21_1168,Couve fresca,31,p
auxprod6_1_21_1169,Couve-flor fresca,31,p
auxprod6_1_21_1170,Coxim [almofada],20,p
auxprod6_1_21_1171,Coxim [parte de sela],18,p
auxprod6_1_21_1172,Coxim de máquinas,7,p
auxprod6_1_21_1173,Coxinha de galinha [salgadinho],30,p
auxprod6_1_21_1174,Cravo [instrumento musical],15,p
auxprod6_1_21_1175,Cravo para chuteira,25,p
auxprod6_1_21_1176,"Cré para construção [calcário, argila]",19,p
auxprod6_1_21_1177,Cremalheira [corrente de ferro],6,p
auxprod6_1_21_1178,Creme de açaí congelado batido com xarope de guaraná,30,p
auxprod6_1_21_1179,Creme de leite,29,p
auxprod6_1_21_1180,Creme desengraxante para limpeza de mãos,3,p
auxprod6_1_21_1181,"Creme, pasta e líquido rejuvenescedor, protetor e para limpeza da pele, orgânico, 
inorgânico e sintético",3,p
auxprod6_1_21_1182,Crepe,30,p
auxprod6_1_21_1183,Criado mudo,20,p
auxprod6_1_21_1184,Crina,22,p
auxprod6_1_21_1185,Crina de África para estofamento,22,p
auxprod6_1_21_1186,Crina de cavalo para estofamento,22,p
auxprod6_1_21_1187,Crina vegetal em bruto,22,p
auxprod6_1_21_1188,Cripta funerária metálica,6,p
auxprod6_1_21_1189,Cristal em bruto,14,p
auxprod6_1_21_1190,Cristal para banho de uso pessoal,3,p
auxprod6_1_21_1191,Cristaleira,20,p
auxprod6_1_21_1192,Cuba de lavar fotografia,9,p
auxprod6_1_21_1193,Cuia para chimarrão [recipiente],21,p
auxprod6_1_21_1194,Cuíca,15,p
auxprod6_1_21_1195,Culatra de máquina,7,p
auxprod6_1_21_1196,Culote [calça para montaria],25,p
auxprod6_1_21_1197,Cultura de minhoca,31,p
auxprod6_1_21_1198,Cumbuca de gelo,21,p
auxprod6_1_21_1199,Cumeeira de telhado não metálica,19,p
auxprod6_1_21_1200,"Cunho [placa de ferro para marcar moeda, medalha] [ferramenta manual]",8,p
auxprod6_1_21_1201,Cupro [fibra têxtil],22,p
auxprod6_1_21_1202,Cúpula,11,p
auxprod6_1_21_1203,Cureta,10,p
auxprod6_1_21_1204,Cuspideira para uso medicinal,10,p
auxprod6_1_21_1205,Cuspideira para usuário de tabaco,34,p
auxprod6_1_21_1206,Damasco [fresco],31,p
auxprod6_1_21_1207,Dardo para abate de animal,8,p
auxprod6_1_21_1208,Datador elétrico,9,p
auxprod6_1_21_1209,Decalque utilizado como alvo,28,p
auxprod6_1_21_1210,Deck antiderrapante para prancha de surf,28,p
auxprod6_1_21_1211,Decocto de erva [insumo para manufatura],1,p
auxprod6_1_21_1212,Dedeira para uso em curativo,10,p
auxprod6_1_21_1213,Defensivo agrícola,5,p
auxprod6_1_21_1214,Dente e borda para escavação [parte de máquina],7,p
auxprod6_1_21_1215,Dente para arado,7,p
auxprod6_1_21_1216,Dentes de ferro para ancinho [parte de ferramenta],8,p
auxprod6_1_21_1217,Dentifrício e composto fluorado usado na higiene bucal de animal,3,p
auxprod6_1_21_1218,Deque metálico para piscina,6,p
auxprod6_1_21_1219,Deque não metálico para piscina,19,p
auxprod6_1_21_1220,Descanso ou apoio para o pé [mobiliário],20,p
auxprod6_1_21_1221,Descanso ou suporte para cachimbo,34,p
auxprod6_1_21_1222,"Descanso para panela, exceto de papel ou tecido",21,p
auxprod6_1_21_1223,"Descanso para prato, exceto de papel ou tecido",21,p
auxprod6_1_21_1224,Descaroçador de azeitona por pressão,21,p
auxprod6_1_21_1225,Descarregador de feno [ferramenta manual],8,p
auxprod6_1_21_1226,Descascador [ferramenta manual],8,p
auxprod6_1_21_1227,Descongestionante nasal líquido [medicamento],5,p
auxprod6_1_21_1228,Desencapador de fio [ferramenta],8,p
auxprod6_1_21_1229,Desengraxante [uso industrial],1,p
auxprod6_1_21_1230,Desespumante de uso industrial,1,p
auxprod6_1_21_1231,Desinfetante para uso doméstico,5,p
auxprod6_1_21_1232,Desinfetante para uso hospitalar,5,p
auxprod6_1_21_1233,Desinfetante para uso tópico [medicamento],5,p
auxprod6_1_21_1234,Desmoldante para fundição,1,p
auxprod6_1_21_1235,Desodorante antiperspirante [desodorante antitranspirante],3,p
auxprod6_1_21_1236,Desoxidante,1,p
auxprod6_1_21_1237,"Desumidificador em potes, à base de cloreto de cálcio, não elétrico",3,p
auxprod6_1_21_1238,Dextrina [cola natural],1,p
auxprod6_1_21_1239,Dextrina usada na indústria,1,p
auxprod6_1_21_1240,Diafragma [contraceptivo],10,p
auxprod6_1_21_1241,Diafragma [peça de aparelho ou instrumento],9,p
auxprod6_1_21_1242,Diafragma [peça de instrumento musical],15,p
auxprod6_1_21_1243,Diafragma [peça de máquina],7,p
auxprod6_1_21_1244,Diário,16,p
auxprod6_1_21_1245,Dicionário,16,p
auxprod6_1_21_1246,Difusor [aspersor] elétrico de essência para ambiente,11,p
auxprod6_1_21_1247,Dilatador [instrumento cirúrgico],10,p
auxprod6_1_21_1248,Diodo [válvula eletrônica que contém somente dois eletrodos: o catodo e a placa],9,p
auxprod6_1_21_1249,Disco acústico,9,p
auxprod6_1_21_1250,Disco de jogo para videogame,9,p
auxprod6_1_21_1251,Disco de máquina para divisória resistente de navio,12,p
auxprod6_1_21_1252,Discos ópticos de alta densidade e alta definição,9,p
auxprod6_1_21_1253,Dispensador manual de senhas,20,p
auxprod6_1_21_1254,"Dispensadores mecânicos [não elétricos] para preparados de limpeza e/ou 
desinfetantes para uso em lavanderia e nas indústrias de lavagem de artigos 
manufaturados [se ferramenta manual de propulsão muscular]",8,p
auxprod6_1_21_1255,"Dispensadores mecânicos [não elétricos] para preparados de limpeza e/ou 
desinfetantes para uso em lavanderia e nas indústrias de lavagem de artigos 
manufaturados [se máquina-ferramenta ou dispositivo industrial, exceto de 
propulsão muscular]",7,p
auxprod6_1_21_1256,Display para cronômetro e relógio,14,p
auxprod6_1_21_1257,"Display, exceto para cronômetro e relógio",9,p
auxprod6_1_21_1258,Dispositivo automático para alimentação de animal,7,p
auxprod6_1_21_1259,Dispositivo de colostomia,10,p
auxprod6_1_21_1260,Dispositivo de fixar o pé para subida,28,p
auxprod6_1_21_1261,Dispositivo de mira [para armas],13,p
auxprod6_1_21_1262,Dispositivo de vedação para veículo,12,p
auxprod6_1_21_1263,Dispositivo intravaginal para animal,5,p
auxprod6_1_21_1264,Dispositivo para aparar cauda ou orelha,10,p
auxprod6_1_21_1265,Dispositivo para controle de jato d'água específico para mangueira,17,p
auxprod6_1_21_1266,Dispositivo para corrigir a gagueira,10,p
auxprod6_1_21_1267,Dispositivo para evitar o ronco,10,p
auxprod6_1_21_1268,Dispositivo para retirar gás de estômago do animal,10,p
auxprod6_1_21_1269,Distintivo ornamental [botão],26,p
auxprod6_1_21_1270,"Distribuidor de adubo ou estrume [máquinas agrícolas, exceto as operadas 
manualmente]",7,p
auxprod6_1_21_1271,Distribuidor [parte de motor],7,p
auxprod6_1_21_1272,"Distribuidor de fertilizante [máquinas agrícolas, exceto as operadas manualmente]",7,p
auxprod6_1_21_1273,DIU,10,p
auxprod6_1_21_1274,Diurético,5,p
auxprod6_1_21_1275,Doce à base de leite em pó,30,p
auxprod6_1_21_1276,Doce de cacau,30,p
auxprod6_1_21_1277,Doce de cupuaçu,30,p
auxprod6_1_21_1278,Doces conventuais,30,p
auxprod6_1_21_1279,Dosador flutuante de plástico para clorar,11,p
auxprod6_1_21_1280,Dreno para construção,19,p
auxprod6_1_21_1281,Ducha para a garganta para uso medicinal [instrumento],10,p
auxprod6_1_21_1282,Ducha para o ouvido para o uso medicinal [instrumento],10,p
auxprod6_1_21_1283,Ducha uterina para o uso medicinal [instrumento],10,p
auxprod6_1_21_1284,Duplicata [impresso],16,p
auxprod6_1_21_1285,Duralumínio [liga metálica],6,p
auxprod6_1_21_1286,"Duto para água, gás ou ar comprimido [metálicos]",6,p
auxprod6_1_21_1287,"Duto para água, gás ou ar comprimido [não metálicos]",19,p
auxprod6_1_21_1288,"DVD, disco digital de vídeo",9,p
auxprod6_1_21_1289,DVD [drive de computador],9,p
auxprod6_1_21_1290,DVD [reprodutor para TVs],9,p
auxprod6_1_21_1291,Edificação não metálica,19,p
auxprod6_1_21_1292,Elastano [fibra têxtil],22,p
auxprod6_1_21_1293,Elastodieno [fibra têxtil],22,p
auxprod6_1_21_1294,Elastômero termoplástico,17,p
auxprod6_1_21_1295,Elemento elástico para fixação de trilho,17,p
auxprod6_1_21_1296,Elemento galvânico [indústria química],1,p
auxprod6_1_21_1297,Eletricidade,4,p
auxprod6_1_21_1298,Eletrobomba autoaspirante para turbina e para centrífuga de poço,7,p
auxprod6_1_21_1299,Eletrobomba utilizada em lavadoras e máquinas de lavar,7,p
auxprod6_1_21_1300,Elétron [metal],6,p
auxprod6_1_21_1301,Eletroscópio,9,p
auxprod6_1_21_1302,Elevador de braço de uso médico,10,p
auxprod6_1_21_1303,Elevador de caçamba,7,p
auxprod6_1_21_1304,Elevador de corrente para agricultura,7,p
auxprod6_1_21_1305,Elevador para lavagem de automóvel e para troca de peça,7,p
auxprod6_1_21_1306,Elo [parte de máquina],7,p
auxprod6_1_21_1307,Elo de borracha,17,p
auxprod6_1_21_1308,Elo de ligadura de uso médico,10,p
auxprod6_1_21_1309,Elo de metal precioso,14,p
auxprod6_1_21_1310,Elo de papel ou papelão,16,p
auxprod6_1_21_1311,Elo para guardanapo,21,p
auxprod6_1_21_1312,Elos de ligação [parte de veículos],12,p
auxprod6_1_21_1313,Embalagens de borracha,17,p
auxprod6_1_21_1314,Embalagens de matéria têxtil,22,p
auxprod6_1_21_1315,"Embalagens de papel alumínio descartável para acondicionamento de refeições 
[""quentinha""]",6,p
auxprod6_1_21_1316,Embalagens de papel ou plástico,16,p
auxprod6_1_21_1317,Embalagens feitas de celulose regenerada,16,p
auxprod6_1_21_1318,Embrião bovino,31,p
auxprod6_1_21_1319,Embriões bovinos,31,p
auxprod6_1_21_1320,Embutido [frios],29,p
auxprod6_1_21_1321,Emenda para mangueira,17,p
auxprod6_1_21_1322,Emético e antiemético,5,p
auxprod6_1_21_1323,Empada,30,p
auxprod6_1_21_1324,Empadão,30,p
auxprod6_1_21_1325,Empanque para junta [vedante],17,p
auxprod6_1_21_1326,Emulsão para tela de serigrafia,1,p
auxprod6_1_21_1327,Emulsificante para uso em alimento,1,p
auxprod6_1_21_1328,Encefalógrafo,10,p
auxprod6_1_21_1329,Encerado [cobertura para veículo],12,p
auxprod6_1_21_1330,Enciclopédia,16,p
auxprod6_1_21_1331,Encóspias [fôrma para alargar calçados],21,p
auxprod6_1_21_1332,Encosto de espuma,20,p
auxprod6_1_21_1333,Endoscópio,10,p
auxprod6_1_21_1334,Engate [máquina industrial],7,p
auxprod6_1_21_1335,Engate rápido metálico,6,p
auxprod6_1_21_1336,Engate rápido não metálico,17,p
auxprod6_1_21_1337,Engrenagem de relógio,14,p
auxprod6_1_21_1338,Entretela para costura e alfaiataria [tecido],24,p
auxprod6_1_21_1339,Enxofre em pó [suplemento para ração],5,p
auxprod6_1_21_1340,Enzima coaguladora de leite,1,p
auxprod6_1_21_1341,Enzimas para consumo humano,5,p
auxprod6_1_21_1342,Epóxi metálico para reparo,1,p
auxprod6_1_21_1343,Equipamento de alvejamento,7,p
auxprod6_1_21_1344,Equipamento de isenção de nitrato [máquina],7,p
auxprod6_1_21_1345,Equipamento de sonorização,9,p
auxprod6_1_21_1346,Equipamento detonante [bélico],13,p
auxprod6_1_21_1347,Equipamento elétrico para regulagem de retrovisor,12,p
auxprod6_1_21_1348,Equipamento manual para alpinista,28,p
auxprod6_1_21_1349,Equipamento para limpeza por ultrassom para uso laboratorial,9,p
auxprod6_1_21_1350,Equipamento para separação e classificação de produto,7,p
auxprod6_1_21_1351,Equipamentos elétricos para regulagem de retrovisores [partes de veículo],12,p
auxprod6_1_21_1352,Erva-cidreira [melissa] para infusão não medicinal,30,p
auxprod6_1_21_1353,Erva-de-são-joão [mentrasto] para infusão não medicinal,30,p
auxprod6_1_21_1354,Erva-doce [anis] para infusão não medicinal,30,p
auxprod6_1_21_1355,Erva-doce brasileira [funcho] para infusão não medicinal,30,p
auxprod6_1_21_1356,Erva para banho,3,p
auxprod6_1_21_1357,Erva para banho medicinal,5,p
