,Especificação,Classe,Tipo
auxprod6_1_21_448,Banca de jornal não metálica,19,p
auxprod6_1_21_449,Banco de cimento ou concreto,19,p
auxprod6_1_21_450,Banco para veículo,12,p
auxprod6_1_21_451,Bandagem elástica [vestuário],25,p
auxprod6_1_21_452,Bandagem elástica de uso terapêutico,10,p
auxprod6_1_21_453,Bandagem funcional,10,p
auxprod6_1_21_454,Bandeja para tinta,16,p
auxprod6_1_21_455,Banheiro público [cabine],19,p
auxprod6_1_21_456,Banho químico para fixação fonográfica,1,p
auxprod6_1_21_457,Banho químico para fundição de metal,1,p
auxprod6_1_21_458,Banho-seco,9,p
auxprod6_1_21_459,Banjo,15,p
auxprod6_1_21_460,Banqueta [móvel],20,p
auxprod6_1_21_461,Baralho para cartomancia,16,p
auxprod6_1_21_462,Baralho para tarô,16,p
auxprod6_1_21_463,Baraticida,5,p
auxprod6_1_21_464,"Barbatana de tubarão, não trabalhada ou semitrabalhada",20,p
auxprod6_1_21_465,"Barógrafo [instrumento que registra continuamente, em um papel, a pressão 
atmosférica; altígrafo; barometrógrafo]",9,p
auxprod6_1_21_466,"Barra de cereais sem sacarose, exceto para uso medicinal, terapêutico ou 
dietético",30,p
auxprod6_1_21_467,Barra dietética de cereais,5,p
auxprod6_1_21_468,"Barra dietética para suplementação nutricional, para fins medicinais",5,p
auxprod6_1_21_469,Barra metálica para brasagem e para solda,6,p
auxprod6_1_21_470,Barra para praticar exercício,28,p
auxprod6_1_21_471,Barraca de camping,22,p
auxprod6_1_21_472,Barraca de praia [guarda-sol],18,p
auxprod6_1_21_473,Barreira rodoviária de metal,6,p
auxprod6_1_21_474,"Barreira rodoviária, exceto de metal",19,p
auxprod6_1_21_475,Barrigueira [artigo de selaria],18,p
auxprod6_1_21_476,Barrilha [carbonato de sódio] em bruto,1,p
auxprod6_1_21_477,Basalto,19,p
auxprod6_1_21_478,Basculante não metálico,19,p
auxprod6_1_21_479,"Basilicão [ungüento supurativo composto de cera, azeite, pez e resina]",5,p
auxprod6_1_21_480,Bastão com faca ou espeto embutido usado para marcar o gado a ferro em brasa,8,p
auxprod6_1_21_481,Bastão para ginástica,28,p
auxprod6_1_21_482,Bastão para marcar animal feito de substância não tóxica,8,p
auxprod6_1_21_483,Bastidor para bordado,20,p
auxprod6_1_21_484,Bate-estaca [máquina],7,p
auxprod6_1_21_485,Batedeira agrícola [máquina],7,p
auxprod6_1_21_486,Batedeira elétrica [aparelho],7,p
auxprod6_1_21_487,Batedeira manual [de propulsão muscular],21,p
auxprod6_1_21_488,Batedor de coquetel [utensílio manual],21,p
auxprod6_1_21_489,Batedor de porta [aldrava],6,p
auxprod6_1_21_490,Bateria [instrumento musical],15,p
auxprod6_1_21_491,Bateria de anodo,9,p
auxprod6_1_21_492,"Bateria elétrica, termoelétrica, inclusive para veículo",9,p
auxprod6_1_21_493,Batina,25,p
auxprod6_1_21_494,Bazuca [arma],13,p
auxprod6_1_21_495,Bebê conforto,20,p
auxprod6_1_21_496,Bebedouro para animal,21,p
auxprod6_1_21_497,Bebida em xarope,32,p
auxprod6_1_21_498,Bebida energética alcoólica,33,p
auxprod6_1_21_499,Bebida energética não alcoólica,32,p
auxprod6_1_21_500,Bebida fermentada alcoólica,33,p
auxprod6_1_21_501,Bebida fermentada não alcoólica,32,p
auxprod6_1_21_502,Bebidas lácteas fermentadas,29,p
auxprod6_1_21_503,Beca,25,p
auxprod6_1_21_504,Bedame ou badame [formão],8,p
auxprod6_1_21_505,Bem-casado,30,p
auxprod6_1_21_506,Bengala para cego,10,p
auxprod6_1_21_507,Bengala-espada [arma branca],8,p
auxprod6_1_21_508,Benzoato de sódio para alimentos,1,p
auxprod6_1_21_509,Berço para mata-borrão,16,p
auxprod6_1_21_510,Berimbau,15,p
auxprod6_1_21_511,Berinjela fresca,31,p
auxprod6_1_21_512,Bermuda para prática de esporte,25,p
auxprod6_1_21_513,Berrante,15,p
auxprod6_1_21_514,Bertalha fresca,31,p
auxprod6_1_21_515,Bexiga de ar de borracha para vulcanização de pneu,12,p
auxprod6_1_21_516,Bico de clarinete,15,p
auxprod6_1_21_517,Bico para almotolia [lubrificação],8,p
auxprod6_1_21_518,Bilhete de papel ou de cartolina,16,p
auxprod6_1_21_519,Bilro [peça para tecer renda],26,p
auxprod6_1_21_520,Biquíni,25,p
auxprod6_1_21_521,Bis Sunn [fibra],22,p
auxprod6_1_21_522,Biscoiteira,21,p
auxprod6_1_21_523,Biscoito amanteigado tipo “petit four”,30,p
auxprod6_1_21_524,Biscoito para animal de estimação,31,p
auxprod6_1_21_525,Blenda [minério de zinco],6,p
auxprod6_1_21_526,Bloco de sal para animais,31,p
auxprod6_1_21_527,Bloco e apara de cedro aromático para repelir traça e outros insetos,5,p
auxprod6_1_21_528,Bloco para motor,7,p
auxprod6_1_21_529,Bloqueador de automóveis [segurança],12,p
auxprod6_1_21_530,Bloqueador dos órgãos hematopoiéticos [medicamento],5,p
auxprod6_1_21_531,Bloqueador eletrônico de chamada,9,p
auxprod6_1_21_532,Bloqueador neuromuscular [medicamento],5,p
auxprod6_1_21_533,Blusa militar,25,p
auxprod6_1_21_534,Bobina [eletricidade],9,p
auxprod6_1_21_535,Bobina [parte de computador],9,p
auxprod6_1_21_536,Bobina de papel e papelão,16,p
auxprod6_1_21_537,Bobina gomada [para escritório],16,p
auxprod6_1_21_538,"Bobina para eletroímã, de indutância, de Ruhmkorff, para TSF",9,p
auxprod6_1_21_539,Bobina para tear [parte de máquina],7,p
auxprod6_1_21_540,Bocal de mangueira,17,p
auxprod6_1_21_541,Bocal para aparelho de mergulho,9,p
auxprod6_1_21_542,Bocal para charuto ou cigarro,34,p
auxprod6_1_21_543,Bocal para fonte [metálico],6,p
auxprod6_1_21_544,Bocal para instrumento musical,15,p
auxprod6_1_21_545,Bocaxim [tarlatana] [entretela],26,p
auxprod6_1_21_546,Boia para caixa d'água,19,p
auxprod6_1_21_547,Bola de aço [esfera de aço],6,p
auxprod6_1_21_548,Bola de boliche,28,p
auxprod6_1_21_549,Bola de pingue-pongue,28,p
auxprod6_1_21_550,Bola para aliviar o estresse [para exercitar as mãos],28,p
auxprod6_1_21_551,Bolacha para chope [descanso para copo de cerveja],16,p
auxprod6_1_21_552,Bolas para exercício de fisioterapia [uso terapêutico],10,p
auxprod6_1_21_553,Boldo para infusão não medicinal,30,p
auxprod6_1_21_554,Boleadeiras,18,p
auxprod6_1_21_555,Boletim informativo,16,p
auxprod6_1_21_556,Bolo de carne,29,p
auxprod6_1_21_557,"Bolo, preparado para consumo final, confeitado ou não",30,p
auxprod6_1_21_558,Bolsa para nutrição parenteral,10,p
auxprod6_1_21_559,Bolsa exclusiva para esqui,28,p
auxprod6_1_21_560,Bolsa exclusiva para prancha de surfe,28,p
auxprod6_1_21_561,"Bolsa para armazenamento de sangue contendo soluções anticoagulante e 
preservativa",10,p
auxprod6_1_21_562,Bolsa para cosméticos [vazia],18,p
auxprod6_1_21_563,Bolsa para raquete,28,p
auxprod6_1_21_564,Bolsa para tênis,18,p
auxprod6_1_21_565,Bolsa térmica para uso medicinal,10,p
auxprod6_1_21_566,Bomba acionada por pressão ou eletricamente para bombeamento de cimento,7,p
auxprod6_1_21_567,Bomba centrífuga,7,p
auxprod6_1_21_568,Bomba centrífuga de fluxo,7,p
auxprod6_1_21_569,Bomba com timer,7,p
auxprod6_1_21_570,Bomba de água de veículos [peça acessória de motores],7,p
auxprod6_1_21_571,Bomba de cobalto [médica],10,p
auxprod6_1_21_572,Bomba de medição,9,p
auxprod6_1_21_573,Bomba de oxigênio [médica],10,p
auxprod6_1_21_574,Bomba de uso industrial,7,p
auxprod6_1_21_575,Bomba de vapor [peça de máquina],7,p
auxprod6_1_21_576,Bomba elétrica para o seio,10,p
auxprod6_1_21_577,Bomba explosiva,13,p
auxprod6_1_21_578,Bomba hidráulica,7,p
auxprod6_1_21_579,Bomba injetora para veículo,7,p
auxprod6_1_21_580,Bomba para aplicação de óleo e fluído,7,p
auxprod6_1_21_581,Bomba para estômago,10,p
auxprod6_1_21_582,Bomba para gás natural para uso em poço de petróleo,7,p
auxprod6_1_21_583,Bomba para piscina,7,p
auxprod6_1_21_584,Bomba para poço de petróleo,7,p
auxprod6_1_21_585,"Bomba para sugar chimarrão ou tererê [bombilha para bebidas à base de erva 
mate]",21,p
auxprod6_1_21_586,Bomba pneumática de imersão,7,p
auxprod6_1_21_587,Bombas d'água manuais [propulsão muscular],8,p
auxprod6_1_21_588,Bombo [instrumento musical],15,p
auxprod6_1_21_589,Boné,25,p
auxprod6_1_21_590,Bonecas infláveis [acessórios de estimulação sexual],10,p
auxprod6_1_21_591,Boneco para pugilismo ou futebol americano,28,p
auxprod6_1_21_592,Bonecos para fins didáticos [material didático],16,p
auxprod6_1_21_593,Bongô [instrumento musical],15,p
auxprod6_1_21_594,Bonsai artificial,26,p
auxprod6_1_21_595,Bonsai natural,31,p
auxprod6_1_21_596,Borato [Bórax],1,p
auxprod6_1_21_597,Borboleta [ferragem],6,p
auxprod6_1_21_598,"Borracha [liga, folha, tira, laminado, pó]",17,p
auxprod6_1_21_599,Borracha de freio para veículo terrestre,12,p
auxprod6_1_21_600,Borracha para o aparelho dentário e para separar o dente,10,p
auxprod6_1_21_601,Bota para operário,25,p
auxprod6_1_21_602,Bote,12,p
auxprod6_1_21_603,Boticão para dentista,10,p
auxprod6_1_21_604,"Botijão de gás, cheio, para uso doméstico",4,p
auxprod6_1_21_605,"Botijão de gás, metálico, vazio",6,p
auxprod6_1_21_606,Botões em biscuit,26,p
auxprod6_1_21_607,Braçadeira de borracha para cano,17,p
auxprod6_1_21_608,Bracelete de qualquer material [joia ou bijuteria],14,p
auxprod6_1_21_609,Braço acústico para aparelho de comunicação,9,p
auxprod6_1_21_610,Braço acústico para fonógrafo,9,p
auxprod6_1_21_611,Braço artificial,10,p
auxprod6_1_21_612,Brandy [bebida],33,p
auxprod6_1_21_613,Breque [freio] [parte de veículo],12,p
auxprod6_1_21_614,Brete para animal,21,p
auxprod6_1_21_615,Breu [pavimentação],19,p
auxprod6_1_21_616,Brigadeiro,30,p
auxprod6_1_21_617,Brilhante [diamante],14,p
auxprod6_1_21_618,Brinco inseticida para animal,5,p
auxprod6_1_21_619,Brinquedo de corda,28,p
auxprod6_1_21_620,Brinquedo óptico [caleidoscópio],28,p
auxprod6_1_21_621,Brinquedo para fazer bolha de sabão,28,p
auxprod6_1_21_622,Brinquedo para montar,28,p
auxprod6_1_21_623,Broca para dentista [aparelho],10,p
auxprod6_1_21_624,Brocha [artigo para pintura],16,p
auxprod6_1_21_625,Brócolis fresco,31,p
auxprod6_1_21_626,Broto de bambu,31,p
auxprod6_1_21_627,Broto de feijão,31,p
auxprod6_1_21_628,Brunidor [instrumento dentário],10,p
auxprod6_1_21_629,Bucha de borracha para automóvel,12,p
auxprod6_1_21_630,Bucha de fibra para fixar parafuso,20,p
auxprod6_1_21_631,Bucha metálica para fixar parafuso e grampo,6,p
auxprod6_1_21_632,Bucho comestível,29,p
auxprod6_1_21_633,Bufê [mobiliário],20,p
auxprod6_1_21_634,Bule de chá,21,p
auxprod6_1_21_635,"Bulldozer [equipamento de terraplenagem que consiste numa lâmina de aço 
adaptável a um trator, e destinado a escavar e deslocar, a pequenas distâncias, 
terras e outros materiais]",7,p
auxprod6_1_21_636,Buquê artificial,26,p
auxprod6_1_21_637,Buquê natural,31,p
auxprod6_1_21_638,Bureau [escrivaninha com gaveta],20,p
auxprod6_1_21_639,Butano [gás],4,p
auxprod6_1_21_640,Button [ing.],14,p
auxprod6_1_21_641,"Buzina [instrumento musical; corno, trompa]",15,p
auxprod6_1_21_642,Buzina de caça [corneta/apito],9,p
auxprod6_1_21_643,Cabeça de cachimbo,34,p
auxprod6_1_21_644,Cabeçote [parte de motor],7,p
auxprod6_1_21_645,Cabeçote de máquina de costura doméstica ou industrial,7,p
auxprod6_1_21_646,Cabeçote para impressora industrial do tipo térmico,7,p
auxprod6_1_21_647,Cabeleira [peruca],26,p
auxprod6_1_21_648,Cabine de distribuição de eletricidade,9,p
auxprod6_1_21_649,Cabo com revestimento de chumbo para corrente contínua,9,p
auxprod6_1_21_650,Cabo de aço para ancorar plataforma de petróleo,6,p
auxprod6_1_21_651,Cabo de aço para fazer sondagem em poço de petróleo,6,p
auxprod6_1_21_652,Cabo de aço para lançar rede de pesca [arrastão],6,p
auxprod6_1_21_653,Cabo de aço para rebocar plataforma de petróleo,6,p
auxprod6_1_21_654,Cabo de taco de golfe,28,p
auxprod6_1_21_655,Cabo e fio blindado não elétrico,6,p
auxprod6_1_21_656,Cabo elétrico de controle para elevador,9,p
auxprod6_1_21_657,Cabo manual para cortar [ferramenta],8,p
auxprod6_1_21_658,Cabo metálico para vassoura e rodo,6,p
auxprod6_1_21_659,Cabo para aspirador de pó [parte do aparelho doméstico],7,p
auxprod6_1_21_660,Cabo para bateria [eletricidade],9,p
auxprod6_1_21_661,Cabo para enxada [metálico],6,p
auxprod6_1_21_662,Cabo para enxada [não metálico],20,p
auxprod6_1_21_663,Cabos de embreagem para automóveis,12,p
auxprod6_1_21_664,"Cábrea [espécie de guindaste, com duas ou três pernas convergentes no topo, 
onde há uma roldana para apoiar o cabo, e que serve para levantar materiais, nas 
construções]",7,p
auxprod6_1_21_665,Caçamba para veículo,12,p
auxprod6_1_21_666,Cacau em grão,31,p
auxprod6_1_21_667,Cacau em pó,30,p
auxprod6_1_21_668,Cadarço para roupa,26,p
auxprod6_1_21_669,Cadaste [roda de proa],12,p
auxprod6_1_21_670,Cadeira de armar para praia e camping,20,p
auxprod6_1_21_671,Cadeira de balanço,20,p
auxprod6_1_21_672,"Cadeira de massagem com aparelho para massagem acoplado [aparelho de 
massagem]",10,p
auxprod6_1_21_673,Cadeira de roda motorizada ou não para invalidez temporária ou permanente,12,p
auxprod6_1_21_674,Cadeira episcopal móvel [faldistório; facistol],20,p
auxprod6_1_21_675,Cadeira para bebê,20,p
auxprod6_1_21_676,Cadeira para transportar bebê em veículo,12,p
auxprod6_1_21_677,"Cadeiras ergonômicas para aplicação, por terceiros, de massagem",20,p
auxprod6_1_21_678,Caderneta de nota,16,p
auxprod6_1_21_679,Caderno de caligrafia,16,p
auxprod6_1_21_680,Caderno escolar,16,p
auxprod6_1_21_681,Caderno para música,16,p
auxprod6_1_21_682,Café em grão,30,p
auxprod6_1_21_683,Café em pó,30,p
auxprod6_1_21_684,Café solúvel,30,p
auxprod6_1_21_685,Cafta,29,p
auxprod6_1_21_686,Caiaque,12,p
auxprod6_1_21_687,Caibro para construção,19,p
auxprod6_1_21_688,Caipifruta,33,p
auxprod6_1_21_689,Caipirinha,33,p
auxprod6_1_21_690,Caipissaquê,33,p
auxprod6_1_21_691,Caipivodka [caipirosca],33,p
auxprod6_1_21_692,Cais metálico de embarque,6,p
auxprod6_1_21_693,Cais não metálico de embarque,19,p
auxprod6_1_21_694,Caixa [estojo] para cachimbo,34,p
auxprod6_1_21_695,Caixa [estojo] para ferramenta [cheia],8,p
auxprod6_1_21_696,Caixa [estojo] para forno de microondas,11,p
auxprod6_1_21_697,Caixa [estojo] para guardar lentes fotográficas [objetivas],9,p
auxprod6_1_21_698,Caixa [estojo] para monitor de micro,9,p
auxprod6_1_21_699,Caixa [estojo] para telefone celular,9,p
auxprod6_1_21_700,Caixa d'água [reservatório para abastecimento],19,p
auxprod6_1_21_701,Caixa de escapamento para motor,7,p
auxprod6_1_21_702,Caixa de macho [molde/fundição],6,p
auxprod6_1_21_703,Caixa de papelão específica para descarte de material médico-hospitalar,10,p
auxprod6_1_21_704,Caixa de som,9,p
auxprod6_1_21_705,Caixa esterilizada para termômetro clínico,10,p
auxprod6_1_21_706,Caixa forte metálico [cofre],6,p
auxprod6_1_21_707,Caixa para conservar água gelada de aço inoxidável [recipiente térmico],21,p
auxprod6_1_21_708,Caixa protetora [estojo] para caixa de sabão em pó,21,p
auxprod6_1_21_709,Caixão metálico para construção subaquática,6,p
auxprod6_1_21_710,Caixão não metálico para construção subaquática,19,p
auxprod6_1_21_711,Caixilho de madeira,19,p
auxprod6_1_21_712,Caixilho de rolo para aparelho fotográfico,9,p
auxprod6_1_21_713,Caju fresco,31,p
auxprod6_1_21_714,Cajuína,32,p
auxprod6_1_21_715,Cajuzinho [doce],30,p
auxprod6_1_21_716,Calça para equitação,25,p
auxprod6_1_21_717,Calçado esportivo,25,p
auxprod6_1_21_718,Calçado para boneca,28,p
auxprod6_1_21_719,Calçado para uso profissional,25,p
auxprod6_1_21_720,Calcador de tabaco,34,p
auxprod6_1_21_721,Calçados para snowboarding,25,p
auxprod6_1_21_722,Calção para banho,25,p
auxprod6_1_21_723,Calcário,19,p
auxprod6_1_21_724,Caldeira [estrutura],19,p
auxprod6_1_21_725,Caldeira [parte de máquina],7,p
auxprod6_1_21_726,Caldeira absorvedora-evaporadora [máquina],11,p
auxprod6_1_21_727,Caldo de ave para cozinha,29,p
auxprod6_1_21_728,Caldo de carne para cozinha,29,p
auxprod6_1_21_729,Caldo de fruto do mar para cozinha,29,p
auxprod6_1_21_730,Caldo de legume para cozinha,29,p
auxprod6_1_21_731,Caldo de peixe para cozinha,29,p
auxprod6_1_21_732,Calibrador de célula para uso com gravador,9,p
auxprod6_1_21_733,Calibrador de ovo,9,p
auxprod6_1_21_734,Cálice,21,p
auxprod6_1_21_735,Cama com dispositivo especial de enfermagem,10,p
auxprod6_1_21_736,Cama de armar para camping,20,p
auxprod6_1_21_737,Cama guarda-roupa,20,p
auxprod6_1_21_738,Cama para animal,20,p
auxprod6_1_21_739,Cama utilizada no bronzeamento artificial [aparelho],11,p
auxprod6_1_21_740,Cama-beliche,20,p
auxprod6_1_21_741,Cama-mesa [mobiliário],20,p
auxprod6_1_21_742,Camafeu [broche],14,p
auxprod6_1_21_743,Câmara de pressão utilizada em lavadoras e máquinas de lavar,7,p
auxprod6_1_21_744,Câmara-de-ar para ciclo,12,p
auxprod6_1_21_745,Camarão em conserva,29,p
auxprod6_1_21_746,Camarão vivo,31,p
auxprod6_1_21_747,Câmbio [componente de veículo],12,p
auxprod6_1_21_748,Cambraia [tecido],24,p
auxprod6_1_21_749,Câmera métrica [câmera fotogramétrica],9,p
auxprod6_1_21_750,Caminhão-guindaste,12,p
auxprod6_1_21_751,Camisa de segurança para charuto ou cigarro,34,p
auxprod6_1_21_752,Camisa incandescente para lampião,11,p
auxprod6_1_21_753,"Camisa para máquina [envoltório ou revestimento externo, solto de, por exemplo, 
um tubo ou cilindro de motor de combustão interna]",7,p
auxprod6_1_21_754,Camisa para militar,25,p
auxprod6_1_21_755,Camisa para motor,7,p
auxprod6_1_21_756,Camiseiro [mobiliário],20,p
auxprod6_1_21_757,Camisola,25,p
auxprod6_1_21_758,Camisola hospitalar para pacientes,10,p
auxprod6_1_21_759,Camomila para infusão não medicinal,30,p
auxprod6_1_21_760,Campainhas para guidões de veículos,12,p
auxprod6_1_21_761,Campainha de mesa [sino metálico de mão],6,p
auxprod6_1_21_762,Campainha para árvore de Natal [sino],28,p
auxprod6_1_21_763,Camurça [couro de cabra],18,p
auxprod6_1_21_764,Cana da Índia [fibra],22,p
auxprod6_1_21_765,Canapé [pequena fatia de pão com iguarias],30,p
auxprod6_1_21_766,Candeeiro,11,p
auxprod6_1_21_767,Candela [pequeno aparelho de iluminação],11,p
auxprod6_1_21_768,Candelabro elétrico,11,p
auxprod6_1_21_769,Candelabro não elétrico,21,p
auxprod6_1_21_770,Caneleira com peso,28,p
auxprod6_1_21_771,Canelone [massa alimentícia],30,p
auxprod6_1_21_772,Caneta lanterna [caneta multifuncional],16,p
auxprod6_1_21_773,Caneta para desenho técnico,16,p
auxprod6_1_21_774,Caneta relógio [caneta multifuncional],16,p
auxprod6_1_21_775,Canga,25,p
auxprod6_1_21_776,Cânhamo em bruto [fibra],22,p
auxprod6_1_21_777,Canhão [arma],13,p
auxprod6_1_21_778,Caniço de pesca,28,p
auxprod6_1_21_779,Canjica [milho branco],30,p
auxprod6_1_21_780,Canjica [mingau doce à base de milho branco],30,p
auxprod6_1_21_781,Cano de cimento ou faiança,19,p
auxprod6_1_21_782,Cano de descarga para veículo,12,p
auxprod6_1_21_783,Canoa,12,p
auxprod6_1_21_784,Cantoneira [mobiliário],20,p
auxprod6_1_21_785,Cânula para o ouvido,10,p
auxprod6_1_21_786,Cânula traqueal,10,p
auxprod6_1_21_787,Canutilho [miçanga],26,p
auxprod6_1_21_788,Capa de papel para assento de vaso sanitário,16,p
auxprod6_1_21_789,Capa de papel para disco,16,p
auxprod6_1_21_790,Capa de tecido para prancha de surf e pé de pato,28,p
auxprod6_1_21_791,Capa para escova de dente,21,p
auxprod6_1_21_792,Capa para raquete de tênis,28,p
auxprod6_1_21_793,Capa plástica para encadernação ou para disco,16,p
auxprod6_1_21_794,Capa protetora feita de tecido antitérmico para ferro de passar,8,p
auxprod6_1_21_795,Capacete aquecedor para ondulação do cabelo,11,p
auxprod6_1_21_796,Capacete de bombeiro,9,p
auxprod6_1_21_797,Capacete de proteção para motociclista,9,p
auxprod6_1_21_798,Capas [estojos] de CD e DVD,9,p
auxprod6_1_21_799,Capeletti [massa alimentícia],30,p
auxprod6_1_21_800,Capim [ração animal],31,p
auxprod6_1_21_801,Capim-limão [capim-cidreira] para infusão não medicinal,30,p
auxprod6_1_21_802,Capota para veículo,12,p
auxprod6_1_21_803,Cápsula de alga marinha para uso como complemento alimentar,5,p
auxprod6_1_21_804,"Cápsula de alga marinha para uso medicinal, terapêutico ou dietético",5,p
auxprod6_1_21_805,Cápsula de cartilagem de tubarão para complemento alimentar,5,p
auxprod6_1_21_806,"Cápsula de cartilagem de tubarão para uso medicinal, terapêutico ou dietético",5,p
auxprod6_1_21_807,Cápsula de celulóide para tampar garrafa,20,p
auxprod6_1_21_808,Cápsula de gelatina pura para uso como complemento alimentar,5,p
auxprod6_1_21_809,"Cápsula de gelatina pura para uso medicinal, terapêutico ou dietético",5,p
auxprod6_1_21_810,Cápsula de óleo vegetal para uso como complemento alimentar,5,p
auxprod6_1_21_811,"Cápsula de óleo vegetal para uso medicinal, terapêutico ou dietético",5,p
auxprod6_1_21_812,Cápsula de projétil,13,p
auxprod6_1_21_813,Cápsula para explosivo,13,p
auxprod6_1_21_814,Captador de fuligem [máquina],7,p
auxprod6_1_21_815,Caqui fresco,31,p
auxprod6_1_21_816,Carabina de pressão para caça,13,p
auxprod6_1_21_817,Caractere de imprensa,16,p
auxprod6_1_21_818,Carambola fresca,31,p
auxprod6_1_21_819,Caranguejo,29,p
auxprod6_1_21_820,Carapuça [barrete cônico; gorro],25,p
auxprod6_1_21_821,Carbeto de tungstênio [insumo industrial],1,p
auxprod6_1_21_822,Cardioestimulante [medicamento],5,p
auxprod6_1_21_823,Cardiotônico [medicamento],5,p
auxprod6_1_21_824,"Carga de obus [pequena peça de artilharia, semelhante a um morteiro comprido]",13,p
auxprod6_1_21_825,Carga para caneta,16,p
auxprod6_1_21_826,Carimbo,16,p
auxprod6_1_21_827,Carne de cabrito,29,p
auxprod6_1_21_828,Carne de carneiro,29,p
auxprod6_1_21_829,Carne de ovelha,29,p
auxprod6_1_21_830,Carne de rã,29,p
auxprod6_1_21_831,Carne fresca,29,p
auxprod6_1_21_832,Carne para animal [alimento para animais],31,p
auxprod6_1_21_833,Caroá [fibra têxtil],22,p
auxprod6_1_21_834,Caroço de algodão em bruto,31,p
auxprod6_1_21_835,Carona [selaria],18,p
auxprod6_1_21_836,Carpete aquecido eletricamente,11,p
auxprod6_1_21_837,Carpete de grama artificial,27,p
auxprod6_1_21_838,Carpete de madeira,19,p
auxprod6_1_21_839,Carpete sanitário,27,p
auxprod6_1_21_840,Carqueja para infusão não medicinal,30,p
auxprod6_1_21_841,Carrapaticida,5,p
auxprod6_1_21_842,Carrapeta [piãozinho que se faz girar com os dedos],28,p
auxprod6_1_21_843,Carrapeta [válvula interna de torneira],11,p
auxprod6_1_21_844,Carregador de cartucho para armas de fogo,13,p
auxprod6_1_21_845,Carregador de carvão e minério [veículo],12,p
auxprod6_1_21_846,Carregador magnético e óptico,9,p
auxprod6_1_21_847,Carreta,12,p
auxprod6_1_21_848,Carretel para microfilme,9,p
auxprod6_1_21_849,Carretel vazio,20,p
auxprod6_1_21_850,Carretilha para máquina de costura,7,p
auxprod6_1_21_851,Carrinho de boneca,28,p
auxprod6_1_21_852,Carrinho de brinquedo,28,p
auxprod6_1_21_853,Carrinho motorizado para transporte de esportista e de material esportivo,12,p
auxprod6_1_21_854,Carrinho para eletrodoméstico [mobiliário],20,p
auxprod6_1_21_855,Carrinho para exploração de mina,12,p
auxprod6_1_21_856,Carrocinha para venda de alimentos,12,p
auxprod6_1_21_857,Carrocinha para venda de alimentos com balcões aquecidos ou resfriados,11,p
auxprod6_1_21_858,Carro para fundição [parte de máquina],7,p
auxprod6_1_21_859,"Carro prateleira para armazenar talher, prato e copo [mobiliário]",20,p
auxprod6_1_21_860,Carrocinha de brinquedo,28,p
auxprod6_1_21_861,Carta geográfica,16,p
auxprod6_1_21_862,Cartão,16,p
auxprod6_1_21_863,Cartão com imagem e mensagem impressa,16,p
auxprod6_1_21_864,Cartão de crédito telefônico codificado magneticamente ou contendo chip,9,p
auxprod6_1_21_865,Cartão de crédito telefônico não codificado magneticamente,16,p
auxprod6_1_21_866,Cartão de visita,16,p
auxprod6_1_21_867,Cartão impresso para crachá,16,p
auxprod6_1_21_868,Cartão impresso para recortar e armar [brinquedo],28,p
auxprod6_1_21_869,Cartão magnético para abrir portas,9,p
auxprod6_1_21_870,Cartão moldado,16,p
auxprod6_1_21_871,Cartão oleado,16,p
auxprod6_1_21_872,Cartão para cardápio,16,p
auxprod6_1_21_873,Cartão postal sonoro,16,p
auxprod6_1_21_874,Cartão reagente ou tira reagente para dentistas,10,p
auxprod6_1_21_875,Carteira [mobiliário],20,p
auxprod6_1_21_876,Carteira para moeda,18,p
auxprod6_1_21_877,Cartolina,16,p
auxprod6_1_21_878,Cartucheira de brinquedo,28,p
auxprod6_1_21_879,Cartucho com fita impregnada de tinta para impressão,2,p
auxprod6_1_21_880,Cartucho com fita impregnada de tinta para impressoras matriciais,2,p
auxprod6_1_21_881,Cartucho de filme,9,p
auxprod6_1_21_882,Cartucho de qualquer material para munição de armas de fogo,13,p
auxprod6_1_21_883,Cartucho para arma de fogo,13,p
auxprod6_1_21_884,Caruru [cozido de quiabos ou carurus],29,p
auxprod6_1_21_885,Caruru [planta in natura],31,p
auxprod6_1_21_886,Carvão para desenho,16,p
auxprod6_1_21_887,Carvão para tratamento de água e para uso industrial,1,p
auxprod6_1_21_888,Casa [exceto gaiola] para animal doméstico,20,p
auxprod6_1_21_889,Casaco para operador,25,p
auxprod6_1_21_890,Casca de planta taninosa empregada para curtir couro [atanado],1,p
auxprod6_1_21_891,Cáscara [cobre em bruto],6,p
auxprod6_1_21_892,Casimira [tecido],24,p
auxprod6_1_21_893,Casquinha para sorvete,30,p
auxprod6_1_21_894,"Cassa [tecido muito fino, de linho ou de algodão]",24,p
auxprod6_1_21_895,Cassiterita [minério],6,p
auxprod6_1_21_896,Castanha-de-caju processada,29,p
auxprod6_1_21_897,Castanha-do-brasil processada,29,p
auxprod6_1_21_898,Castanha-do-pará processada,29,p
auxprod6_1_21_899,Castão para bengala [remate superior da bengala],18,p
auxprod6_1_21_900,Castrador químico para animal,5,p
auxprod6_1_21_901,Cata-vento de brinquedo,28,p
auxprod6_1_21_902,Catalisador químico,1,p
auxprod6_1_21_903,Catapulta [artigo esportivo],28,p
auxprod6_1_21_904,Catártico [medicamento de qualidade purgativa mais forte que o laxante],5,p
auxprod6_1_21_905,Cateter cardiológico,10,p
auxprod6_1_21_906,Catinga-de-mulata para infusão não medicinal,30,p
